# 0.000230754, 1.60991, 0.00014137, 0.0387881, 1.72267, 0.00425597, 0.00346112, 0.00354826, 0.00369468, 0.00340341, 0.00380252, 0.00334203, 0.00349716, 0.00426043, 0.0036253, 0.0033846, 0.00332532, 0.00397693, 0.00329557, 0.00366573, 0.00347255, 0.00387546, 0.00356337, 0.00334546, 0.00343414, 0.00313832, 0.00390178, 0.00368491, 0.0034895, 0.00354864, 0.00347609, 0.00360616, 0.00347929, 0.00358349, 0.003694, 0.00398657, 0.00328881, 0.00355835, 0.00382173, 0.00397323, 0.00381965, 0.00351529, 0.00403851, 0.00390038, 0.00335546, 0.00371755, 0.00396824, 0.00364038, 0.00337465, 0.00367305, 0.00352301, 0.00372767, 0.00370352, 0.00360529, 0.00339953, 0.0036789, 0.0039311, 0.00335923, 0.00342246, 0.00370741, 0.00359699, 0.003949, 0.00368309, 0.00355211, 0.00348971, 0.00384977, 0.00408973, 0.00430777, 0.302772, 0.33175, 0.361037, 0.386079, 0.420207, 0.450112, 0.476048, 0.500224, 0.529798, 0.544381, 0.561238, 0.585022, 0.60007, 0.634443, 0.668305, 0.687075, 0.713891, 0.738074, 0.756039, 0.783228, 0.80029, 0.833754, 0.845371, 0.865331, 0.891801, 0.906728, 0.936304, 0.946609, 0.972659, 0.981535, 1.00418, 1.02745, 1.04621, 1.07233, 1.09521, 1.11868, 1.13971, 1.16171, 1.17398, 1.20672, 1.23173, 1.26475, 1.27899, 1.30189, 1.3481, 1.38414, 1.40159, 1.41752, 1.43065, 1.44478, 1.46391, 1.49713, 1.53241, 1.55517, 1.57154, 1.59389, 1.61823, 1.64121, 1.6581, 1.70593, 1.73921, 1.76222, 1.78781, 0.00482865, 0.00406189, 0.00441117, 0.00367978, 0.00357737, 0.00401452, 0.00408462, 0.00382281, 0.00455702, 0.00409429, 0.00427785, 0.00381821, 0.00395019, 0.00406571, 0.00411346, 0.00359643, 0.00406318, 0.0038535, 0.00421882, 0.00383311, 0.004035, 0.00436612, 0.00379999, 0.00390367, 0.00438141, 0.00401526, 0.00388364, 0.00451636, 0.00387657, 0.0044966, 0.00407562, 0.0038993, 0.00388468, 0.00447903, 0.00443108, 0.00457518, 0.00426552, 0.00426258, 0.00433373, 0.00405736, 0.00423163, 0.00432051, 0.00396094, 0.00430296, 0.00422509, 0.00383122, 0.00406599, 0.00380066, 0.00436272, 0.00467338, 0.00430496, 0.00447776, 0.00423218, 0.00436303, 0.00411381, 0.00445079, 0.00432439, 0.00435655, 0.00419219, 0.0042437, 0.00403074, 0.00422122, 0.00483151, 0.000808596, 1.64699, 0.976956
-5228.5,0.927066,0.0443276,7,127,0,5330.4,0.421667,0.143012,0.607123,0.459728,0.0045567,0.535715,0.248123,0.548947,1.80537,0.314884,0.347792,1.99299,0.44697,0.506524,1.93171,0.72911,0.371645,1.79547,0.846236,0.376826,1.89306,0.942986,0.396516,1.6488,1.20029,0.441981,1.61202,1.24712,0.184015,1.51805,1.32458,0.200312,1.315,1.4553,0.0588424,1.22744,1.70016,0.152095,0.980157,1.75451,0.0141768,0.984943,1.78911,0.0347163,0.833931,1.90605,-0.148366,0.530939,1.75562,-0.0217948,0.371666,1.9099,-0.108162,0.0111483,1.86436,-0.280661,-0.0139864,1.92747,-0.267186,-0.379475,1.92412,-0.22485,-0.507674,1.79679,-0.259458,-0.766788,1.63728,-0.419159,-0.883017,1.63003,-0.60828,-1.0181,1.30406,-0.503101,-1.17501,1.19108,-0.598872,-1.46023,1.28484,-0.367387,-1.6898,1.24101,-0.518762,-1.709,0.98619,-0.728162,-1.61227,0.826803,-0.61909,-1.69311,0.780892,-0.239094,-1.75259,0.493676,-0.0241322,-1.79676,0.40102,-0.291375,-1.91321,0.107594,-0.244795,-1.811,-0.055193,-0.283982,-1.96724,-0.270953,-0.172756,-1.80235,-0.430657,-0.254159,-1.67605,-0.680328,-0.338718,-1.7006,-0.776548,-0.33198,-1.6891,-0.955023,-0.185188,-1.56077,-1.07501,-0.102152,-1.5745,-1.40021,0.0196513,-1.50874,-1.44211,0.0222212,-1.18808,-1.58241,0.0528248,-1.20196,-1.72192,0.0801667,-1.03975,-1.8074,0.112404,-0.745203,-1.90127,0.0713187,-0.611072,-1.92869,-0.0776006,-0.388656,-1.86956,-0.0447684,-0.267504,-1.95792,0.0282873,-0.251844,-1.93319,0.0821906,0.0188581,-1.88332,-0.0102718,0.289312,-1.85203,-0.220364,0.533428,-1.70261,-0.191099,0.639905,-1.64915,-0.277119,1.02387,-1.66229,-0.117464,1.06404,-1.50381,0.0044684,1.16674,-1.18211,-0.322246,1.32559,-1.20396,-0.0577516,1.46701,-1.06175,0.0449708,1.51941,-1.04667,0.048201,1.81574,-0.850561,0.0760253,1.7319,-0.624034,-0.0457251,1.74266,-0.388338,-0.0316276,1.87259,-0.212053,-0.144239,1.99625,0.513164,0.00669147,0.0673277,0.412817,-0.777119,-5.39116,-0.624153,0.315942,0.476537,2.0924,-16950.8,-46837,-296840,-17018.6
-5209.08,0.978762,0.0443276,7,127,0,5309.18,0.427643,8.34713,0.617427,0.389968,0.00111082,0.608921,0.175497,0.76604,1.99937,0.185803,0.818406,1.9048,0.384832,0.675028,1.92977,0.711061,0.721348,1.85968,0.823935,0.876508,1.78952,0.952835,0.739069,1.72883,1.18163,0.729018,1.4556,1.30557,0.617577,1.48278,1.34795,0.654306,1.46842,1.59596,0.451695,1.2043,1.69721,0.29831,1.04182,1.74766,0.358799,0.902732,1.7852,0.181365,0.795684,1.85042,0.155145,0.555094,1.90563,-0.00608135,0.260179,1.82884,-0.0292952,0.0567096,1.83584,-0.0486711,-0.0503046,1.83666,-0.150008,-0.400104,1.87062,-0.2279,-0.583135,1.76134,-0.183208,-0.787489,1.75002,0.0169544,-0.852891,1.6569,-0.0702951,-1.00566,1.41347,-0.191809,-1.17891,1.19621,-0.251819,-1.4895,1.36398,-0.247108,-1.71056,1.13967,-0.558176,-1.59406,1.01173,-0.402627,-1.58449,0.772339,-0.311335,-1.56851,0.664085,-0.271639,-1.74214,0.397091,-0.237223,-1.66381,0.282097,-0.427461,-1.8311,0.131827,-0.455635,-1.92439,-0.103219,-0.522566,-2.01265,-0.267838,-0.431219,-1.81932,-0.493486,-0.629936,-1.69064,-0.694388,-0.890474,-1.78832,-0.765157,-0.94109,-1.83568,-0.915231,-0.852878,-1.47135,-1.06817,-0.762778,-1.54053,-1.3794,-0.897158,-1.34755,-1.63375,-0.880724,-1.14173,-1.53669,-0.872801,-1.01812,-1.6081,-0.759953,-1.01039,-1.78741,-0.815591,-0.676364,-1.86201,-0.806786,-0.681478,-1.86642,-0.789093,-0.558212,-1.97087,-0.630519,-0.201038,-1.85848,-0.627566,-0.229982,-2.0152,-0.813933,0.011242,-1.94939,-0.758328,0.320353,-1.89402,-0.728313,0.531154,-1.76475,-0.708035,0.731561,-1.63857,-0.488907,0.92226,-1.62253,-0.515921,1.02642,-1.44086,-0.422071,1.2361,-1.33127,-0.513793,1.22544,-1.2048,-0.499671,1.4731,-1.11567,-0.506261,1.60358,-1.04632,-0.424948,1.65025,-0.968113,-0.416947,1.67302,-0.511466,-0.483338,1.80524,-0.403007,-0.421941,1.8848,-0.35036,-0.521541,1.87013,0.512166,0.0291096,0.0461458,0.412579,-0.941691,-6.80266,-0.496066,0.291974,0.990605,2.0981,-16514.5,-45852.5,-19239.1,-16589.7
-5207.01,0.814235,0.0443276,7,127,0,5292.45,0.428736,0.32309,0.611863,0.349637,0.00748096,0.642882,0.128617,0.23484,1.74281,0.213417,0.288443,1.82109,0.327582,-0.00260229,1.81392,0.707052,-0.11783,1.89425,0.856429,-0.14123,1.89233,0.988892,-0.359334,1.63877,1.04343,-0.3347,1.59577,1.13153,-0.28848,1.526,1.37564,-0.185735,1.2994,1.47877,-0.412624,1.2119,1.58722,-0.282532,0.802738,1.80454,-0.334191,0.782524,1.82108,-0.382616,0.680333,1.9266,-0.434471,0.580884,1.81659,-0.324096,0.420332,1.97414,-0.397811,0.136026,1.97355,-0.368447,0.060805,1.93447,-0.458359,-0.0972254,1.90984,-0.67363,-0.402976,1.87829,-0.790614,-0.590381,1.65235,-0.792786,-0.763503,1.71381,-0.566176,-0.940147,1.45945,-0.706984,-1.15566,1.37915,-0.791305,-1.46287,1.25941,-0.841594,-1.60307,1.11706,-0.71757,-1.69775,0.865461,-0.796054,-1.66336,0.864665,-0.735627,-1.80511,0.621051,-0.618223,-1.78589,0.482559,-0.72138,-1.86075,0.408089,-0.72264,-1.86516,0.18183,-0.699816,-1.92442,-0.0611867,-0.665018,-1.95149,-0.204056,-0.580122,-1.90349,-0.47153,-0.673538,-1.96179,-0.649175,-0.455332,-1.69233,-0.704242,-0.53076,-1.5935,-0.891838,-0.331653,-1.59629,-1.1269,-0.373117,-1.57193,-1.3395,-0.185352,-1.54224,-1.32637,-0.295811,-1.34806,-1.57883,-0.281627,-1.26363,-1.70705,-0.521428,-0.935384,-1.68907,-0.438479,-0.730476,-1.70167,-0.435652,-0.619349,-1.89611,-0.346951,-0.366603,-1.90585,-0.271653,-0.262634,-2.06147,-0.0361826,-0.0667237,-1.95026,-0.0472248,0.205943,-1.83164,-0.107012,0.383668,-1.81284,-0.0610925,0.647499,-1.76469,-0.167294,0.75942,-1.66398,-0.29304,1.00353,-1.58308,-0.290674,1.07116,-1.4519,-0.39236,1.27512,-1.20647,-0.419867,1.35777,-1.23079,-0.546956,1.45017,-1.11978,-0.51676,1.5423,-0.919222,-0.48844,1.6634,-0.712919,-0.527934,1.83302,-0.690757,-0.703445,1.79622,-0.473533,-0.755952,1.8964,-0.259278,-0.502458,2.05999,0.500885,0.0102707,0.0557391,0.433105,-1.05086,-4.89539,-0.441794,0.0212507,0.267748,1.60549,-16828.7,-45835,-66575.5,-16911.7
-5207.78,0.876779,0.0443276,7,127,0,5297.27,0.435756,1.05318,0.602796,0.33881,0.0143836,0.646806,0.191673,0.173088,1.75697,0.18562,-0.0328608,1.82734,0.237441,-0.120202,1.88045,0.718334,-0.0669262,1.89834,0.857538,-0.168172,1.82973,1.07549,-0.0762616,1.61704,1.11269,-0.0298963,1.56351,1.19771,-0.155721,1.54007,1.35603,0.00160686,1.39591,1.53281,-0.233151,1.10254,1.5826,-0.325047,0.947728,1.7518,-0.452935,0.825765,1.92488,-0.406181,0.684978,1.95705,-0.346946,0.50697,1.9023,-0.368057,0.345823,2.0293,-0.39311,0.110123,2.14381,-0.382616,0.0154386,1.91369,-0.311267,-0.185712,1.86976,-0.251881,-0.478063,1.81147,-0.380668,-0.708427,1.5896,-0.373168,-0.687549,1.58926,-0.397285,-0.99,1.48784,-0.450177,-1.08118,1.28028,-0.579779,-1.34878,1.26878,-0.364862,-1.59726,1.0956,-0.587124,-1.62016,0.980371,-0.771105,-1.58143,0.795398,-0.783497,-1.67801,0.598653,-0.633532,-1.75,0.411241,-0.550742,-1.67778,0.39077,-0.586091,-1.91597,0.17991,-0.567099,-1.95309,-0.0822996,-0.429769,-1.96102,-0.211432,-0.479353,-1.88677,-0.489982,-0.702799,-1.85664,-0.732619,-0.516813,-1.79195,-0.638135,-0.594544,-1.65108,-0.814379,-0.442963,-1.53313,-1.07535,-0.388038,-1.53732,-1.32841,-0.164911,-1.48711,-1.44914,-0.315076,-1.24999,-1.62191,-0.404201,-1.08148,-1.72029,-0.458042,-1.00371,-1.88898,-0.334809,-0.637325,-1.92039,-0.295678,-0.542698,-1.9397,-0.368349,-0.388011,-2.00504,-0.225181,-0.25028,-1.86957,-0.190873,-0.150128,-1.99161,-0.141099,0.172998,-1.93636,-0.179672,0.419699,-1.8815,-0.30781,0.52505,-1.75082,-0.420159,0.756591,-1.67754,-0.430127,0.94668,-1.59595,-0.435039,0.979952,-1.52365,-0.442807,1.30169,-1.33567,-0.468188,1.27747,-1.28521,-0.107582,1.4893,-1.14375,-0.0241379,1.56762,-0.896473,-0.161419,1.75095,-0.831656,-0.0861625,1.71818,-0.564471,-0.0805033,1.88599,-0.45646,-0.0312864,1.9238,-0.357578,0.021797,2.06189,0.50344,0.00202138,0.0578956,0.436643,-1.08231,-4.24167,-0.435709,0.0825536,0.131067,1.52056,-11867.5,-44917.9,-11948.7,-17124.6
-5216.41,0.848288,0.0443276,7,127,0,5295.52,0.421801,0.683392,0.624551,0.399817,0.00561764,0.594565,0.0967569,1.0278,1.98086,0.18444,1.16764,1.85,0.507043,1.36739,1.79224,0.719487,1.53853,1.83865,0.803629,1.41973,1.81075,0.883171,1.18565,1.75463,1.12055,1.06649,1.51301,1.21632,0.966009,1.49283,1.36666,0.827845,1.34549,1.52228,0.493812,1.32332,1.67406,0.524783,0.90578,1.74922,0.599576,0.92415,1.65392,0.939898,0.790151,1.8287,0.76009,0.631512,1.83609,0.755092,0.33832,1.80302,0.764937,0.10735,1.70658,0.702815,-0.00674489,1.84485,0.825371,-0.298079,1.86244,0.899601,-0.509436,1.81742,0.982936,-0.627374,1.80219,0.887689,-0.913446,1.76432,0.782729,-0.92474,1.39251,0.65965,-1.25725,1.30331,0.793097,-1.51594,1.29896,0.728794,-1.64679,1.07446,0.767773,-1.60955,0.812863,0.777754,-1.71558,0.784186,0.62472,-1.72981,0.683239,0.377699,-1.82214,0.45774,0.248666,-1.86925,0.28096,0.363094,-1.76399,0.0843686,0.481399,-1.9007,-0.105422,0.477288,-1.97015,-0.303063,0.525411,-1.80196,-0.478496,0.468871,-1.7898,-0.659233,0.428519,-1.65663,-0.829858,0.27665,-1.71105,-0.99425,0.294004,-1.4282,-1.1589,0.248672,-1.52915,-1.33472,0.0583719,-1.41372,-1.50353,0.120882,-1.22693,-1.4631,-0.0607246,-1.22334,-1.5678,-0.278521,-0.932034,-1.6078,-0.335516,-0.785449,-1.72,-0.295433,-0.701177,-1.86275,-0.343912,-0.481719,-1.83101,-0.0860218,-0.171729,-1.98091,-0.21399,-0.0893124,-1.89898,-0.0189812,0.0550267,-1.85564,-0.164964,0.31097,-1.78108,-0.00111699,0.550224,-1.80474,0.0893872,0.717666,-1.60016,-0.0409522,0.969145,-1.61493,-0.00317223,1.10465,-1.37295,0.0119971,1.25482,-1.22105,-0.0027731,1.37105,-1.12143,-0.0579021,1.37897,-1.0999,-0.0711911,1.58266,-1.08992,-0.0364936,1.58985,-0.890689,-0.0415471,1.7986,-0.642789,-0.097217,1.75566,-0.415958,-0.0385089,1.81015,-0.244117,-0.0664087,1.89743,0.503277,0.0484809,0.035077,0.413165,-0.916748,-5.18184,-0.519925,0.0786403,1.24218,2.08403,-16278.7,-46151.4,-17499.1,-16356.8
-5216.42,0.675753,0.0443276,7,127,0,5315.32,0.436126,1.53576,0.603878,0.345979,0.007313,0.646708,0.208464,0.170236,1.76566,0.21053,-0.15005,1.87459,0.240581,-0.0844184,1.93863,0.72707,0.010748,1.96285,0.838936,0.101078,1.90106,1.06529,0.201456,1.61665,1.09057,0.276974,1.53993,1.2168,0.023208,1.49883,1.37238,0.00071453,1.40348,1.57077,-0.329479,1.0698,1.63215,-0.31292,0.933014,1.79713,-0.439172,0.819996,1.93563,-0.203374,0.711873,1.93439,-0.073133,0.524446,1.87009,0.155232,0.379529,2.01743,0.298889,0.133901,2.07425,0.282792,0.00798642,1.91265,0.355283,-0.22491,1.87922,0.310273,-0.515405,1.77931,0.167775,-0.726313,1.58423,0.204346,-0.709739,1.59854,0.0607711,-1.03502,1.45077,0.0602228,-1.10807,1.32979,0.214366,-1.40412,1.27622,0.125066,-1.60452,1.16259,0.0560159,-1.66553,1.0351,-0.0423539,-1.56527,0.854117,0.00120265,-1.73454,0.61877,0.205273,-1.76303,0.418142,0.321662,-1.67442,0.419344,0.308281,-1.948,0.187541,0.438767,-1.92349,-0.0664628,0.198041,-1.93502,-0.203562,0.0987107,-1.8947,-0.478635,-0.097538,-1.89367,-0.719355,-0.126993,-1.74471,-0.68555,-0.0550703,-1.68755,-0.813086,0.0521316,-1.5407,-1.0717,0.0895046,-1.5241,-1.34286,0.115289,-1.46037,-1.44419,0.175671,-1.25497,-1.60136,0.0250245,-1.06708,-1.69351,-0.233683,-1.0395,-1.88675,-0.308213,-0.643034,-1.89373,-0.221765,-0.543611,-1.9513,-0.382332,-0.400812,-2.0386,-0.366031,-0.268917,-1.86842,-0.28154,-0.197355,-2.05173,-0.174498,0.184102,-1.94292,-0.217387,0.348279,-1.94662,-0.307754,0.563435,-1.72785,-0.279427,0.703934,-1.70519,-0.33277,0.944336,-1.5908,-0.427979,1.01206,-1.56458,-0.378256,1.28076,-1.32323,-0.415812,1.26786,-1.32924,-0.628078,1.51709,-1.14951,-0.449938,1.57753,-0.971202,-0.474148,1.73181,-0.828857,-0.277356,1.77,-0.627352,-0.39931,1.83896,-0.411165,-0.329244,1.94108,-0.371611,-0.49843,2.04481,0.499173,0.000344706,0.0760853,0.424397,-1.06138,-4.9181,-0.43586,-0.0198458,-0.0115728,1.81447,-11505.8,-45266.6,-11577.7,-17167.2
-5220.39,0.768417,0.0443276,7,127,0,5296.77,0.432563,4.0617,0.609139,0.276942,0.00765682,0.715401,0.18783,0.3899,1.76939,0.199819,0.132048,1.80425,0.326354,0.125678,1.9465,0.728031,0.314768,1.97185,0.922479,0.0635203,1.77007,0.975083,-0.0401767,1.63453,1.14226,-0.258116,1.48298,1.15959,-0.241438,1.52432,1.3907,-0.0976265,1.34928,1.57132,0.428988,1.16298,1.65815,0.308225,0.921005,1.75083,0.328143,0.818014,1.9416,0.0830511,0.719449,1.91905,-0.0344587,0.53639,1.81249,-0.219941,0.43064,1.95006,-0.232537,0.142387,2.05265,-0.282637,-0.0345585,1.93924,-0.150257,-0.21329,1.88885,-0.21551,-0.496948,1.84092,-0.00950424,-0.756093,1.58307,-0.12648,-0.776606,1.63154,-0.144526,-0.900838,1.48238,0.191016,-1.04362,1.36541,0.223502,-1.39389,1.2915,0.213855,-1.60508,1.15864,0.38432,-1.60589,1.07851,0.158992,-1.61636,0.842003,0.0491754,-1.75468,0.646752,-0.0645976,-1.75866,0.331217,-0.148245,-1.81316,0.346876,-0.203348,-1.98186,0.0997978,-0.284221,-1.85852,-0.0964875,-0.399535,-1.919,-0.1801,-0.1872,-1.9191,-0.442497,-0.160329,-1.87056,-0.736989,-0.283647,-1.74148,-0.727248,-0.256787,-1.69088,-0.774514,-0.390109,-1.52857,-1.06543,-0.38606,-1.59664,-1.39426,-0.456786,-1.4359,-1.47099,-0.605171,-1.21235,-1.60399,-0.565483,-1.04924,-1.67779,-0.619024,-0.919249,-1.81813,-0.335057,-0.718059,-1.90123,-0.214046,-0.581123,-1.90388,-0.0336002,-0.388372,-2.02211,0.0643707,-0.301025,-1.90302,-0.0827059,-0.111117,-2.04185,-0.442925,0.152022,-1.95141,-0.490685,0.386605,-1.94521,-0.325681,0.579396,-1.77365,-0.233711,0.707609,-1.7244,-0.324445,1.0028,-1.60432,-0.448725,1.04705,-1.50858,-0.517038,1.25326,-1.31429,-0.446554,1.28656,-1.34557,-0.413715,1.49156,-1.13113,-0.517369,1.54345,-1.04231,-0.453223,1.72886,-0.802466,-0.626623,1.76104,-0.607692,-0.707835,1.83523,-0.405621,-0.805786,1.95504,-0.30732,-0.764678,2.03164,0.506726,0.00168049,0.0644063,0.427187,-1.28395,-4.87216,-0.334912,0.16143,0.201762,1.74751,-14966.7,-45803.2,-15033.6,-16950.5
-5224.2,0.68197,0.0443276,7,127,0,5338.38,0.424789,0.890978,0.62566,0.474066,0.0156005,0.510334,0.218603,0.898658,1.95412,0.196487,0.826643,1.85978,0.398538,0.891459,1.78123,0.750688,0.711289,1.73505,0.760995,0.673847,1.9167,0.910169,0.727136,1.74374,1.1285,0.559112,1.58452,1.24016,0.677771,1.49533,1.34009,0.682745,1.39224,1.47322,0.419354,1.27084,1.66478,0.398631,0.952476,1.74624,0.101929,0.896994,1.71647,0.147931,0.812741,1.86504,0.165083,0.595752,1.904,0.252053,0.262778,1.89253,0.117516,0.0665049,1.76923,-0.323165,0.0406076,1.81811,-0.336437,-0.305831,1.8655,-0.356618,-0.461168,1.75245,-0.436321,-0.632059,1.84322,-0.59283,-0.778857,1.63954,-0.276649,-1.04765,1.47274,-0.297486,-1.28125,1.2355,-0.269189,-1.45803,1.30051,-0.722836,-1.60019,1.04646,-0.859352,-1.64563,0.789556,-0.852637,-1.65882,0.713302,-0.913964,-1.67632,0.657721,-0.734611,-1.78953,0.510309,-0.771082,-1.68658,0.379799,-0.959876,-1.73294,0.182852,-0.841783,-1.95099,-0.0749634,-0.851117,-1.98114,-0.29216,-0.994432,-1.8223,-0.498166,-0.923648,-1.74161,-0.670923,-0.821711,-1.74881,-0.721307,-1.1463,-1.68748,-1.01113,-1.08009,-1.42737,-1.15527,-0.924834,-1.47426,-1.25641,-0.951518,-1.46346,-1.49761,-0.8262,-1.26396,-1.50029,-0.814446,-1.24216,-1.58336,-0.829651,-1.04593,-1.698,-0.865553,-0.662194,-1.76254,-0.801964,-0.700906,-1.9325,-0.694122,-0.426169,-1.81664,-0.456904,-0.194273,-1.92463,-0.589788,-0.113964,-1.92528,-0.707504,0.127579,-1.81053,-0.699978,0.227768,-1.7889,-0.682235,0.548522,-1.7324,-0.402696,0.748244,-1.58076,-0.450715,0.844595,-1.59782,-0.689621,1.10829,-1.38133,-1.07957,1.27734,-1.25085,-1.0547,1.31652,-1.08904,-1.14587,1.38317,-1.08852,-1.13081,1.60158,-0.997647,-1.28502,1.63081,-0.9154,-1.22224,1.71997,-0.558478,-1.18776,1.83837,-0.493295,-1.07642,1.76808,-0.308337,-1.1569,1.96743,0.500134,0.0295187,0.0526136,0.417734,-0.746409,-4.16045,-0.67269,0.00320716,0.711656,1.97438,-12630.5,-45551.2,-12696.2,-16236.9
-5224.72,0.95515,0.0443276,7,127,0,5329.46,0.434321,0.821694,0.622149,0.418273,0.0166999,0.565027,0.172507,0.342228,1.82967,0.214074,0.212622,1.86544,0.430763,0.448485,1.88391,0.71352,0.495167,1.85513,0.830033,0.0907395,1.80652,0.988955,0.430058,1.57888,1.14028,0.316119,1.4542,1.25325,0.0956352,1.45279,1.38095,0.194322,1.34373,1.51143,0.117989,1.16223,1.65936,0.0415048,0.844035,1.77555,0.102161,0.884488,1.78124,0.185539,0.852646,1.88373,0.342446,0.648935,1.87134,0.482548,0.292542,1.94606,0.566319,0.147249,1.84936,0.510756,0.0379598,1.93746,0.583525,-0.421469,1.91142,0.532819,-0.583406,1.72747,0.579327,-0.60149,1.78998,0.141832,-0.691639,1.62272,0.151273,-0.922281,1.48292,0.298906,-1.11142,1.28216,0.311421,-1.32638,1.40374,0.234333,-1.44532,1.12678,0.418769,-1.57001,0.837454,0.509032,-1.72774,0.758845,0.398835,-1.71285,0.586341,0.447828,-1.75388,0.443218,0.479812,-1.72341,0.404042,0.578812,-1.83148,0.185596,0.61362,-1.92255,-0.0130826,0.739256,-2.00534,-0.227531,0.697513,-1.88972,-0.491855,0.789903,-1.79935,-0.726495,0.922714,-1.79422,-0.754625,0.943791,-1.73976,-0.983007,0.89114,-1.51229,-1.10129,0.890438,-1.56061,-1.20932,0.951909,-1.50094,-1.44702,0.968229,-1.28909,-1.51679,0.703809,-1.24386,-1.72489,0.476476,-0.993558,-1.86445,0.363301,-0.559026,-1.79085,0.173282,-0.580547,-1.84426,-0.0394902,-0.33926,-1.81972,-0.00150277,-0.173022,-2.02178,-0.254078,-0.118386,-1.97034,-0.296844,0.162998,-1.89819,-0.291044,0.245485,-1.90319,-0.211668,0.560927,-1.79327,-0.145403,0.813243,-1.63144,-0.269864,0.916554,-1.6839,-0.35869,1.15019,-1.40377,-0.37894,1.31166,-1.34813,-0.278688,1.35482,-1.2684,-0.219579,1.46617,-1.24111,-0.37399,1.6925,-1.01748,-0.271605,1.72271,-0.847948,-0.236856,1.85549,-0.524039,-0.0847776,1.96009,-0.457568,-0.307526,1.81939,-0.276568,-0.317503,2.01553,0.498619,0.023669,0.0452519,0.43246,-0.871621,-4.09235,-0.570881,-0.0331446,0.534911,1.62096,-16465,-44873.5,-17185.2,-16533.5
-5227.57,0.794165,0.0443276,7,127,0,5323.75,0.426518,3.74707,0.610346,0.398926,0.00378256,0.597291,0.149524,0.563294,1.80641,0.207936,0.440833,1.83603,0.303214,0.447437,1.73261,0.665656,0.357703,1.76701,0.727011,0.433607,1.75456,0.826707,0.516844,1.61865,1.07196,0.606198,1.54811,1.11403,0.710346,1.46603,1.38074,0.363198,1.39382,1.56348,0.260294,1.21645,1.57459,0.501729,0.920003,1.68027,0.467494,0.806725,1.68152,0.317448,0.736571,1.80899,0.337613,0.515505,1.80234,0.270028,0.407751,1.82346,0.339822,0.0824315,1.93498,0.256606,-0.00420665,1.88322,0.327758,-0.136132,1.87578,0.378494,-0.435226,1.88395,0.414492,-0.668344,1.6801,0.287652,-0.909491,1.81893,0.450501,-0.994733,1.57258,0.304871,-1.16294,1.32602,0.521923,-1.36987,1.15627,0.645193,-1.6462,1.01776,0.586052,-1.63086,0.915111,0.508091,-1.64783,0.847408,0.447108,-1.65643,0.727581,0.178834,-1.75438,0.496161,0.10225,-1.76113,0.381998,0.134652,-1.91729,0.164247,0.112791,-2.05232,-0.0630477,-0.0233716,-2.02439,-0.133766,-0.170066,-1.86648,-0.417126,-0.160107,-1.86884,-0.624882,-0.0749404,-1.76537,-0.703003,-0.0812869,-1.80865,-0.944345,0.100926,-1.48965,-1.18407,0.0511674,-1.52323,-1.37547,0.0531349,-1.44115,-1.49952,0.114434,-1.22854,-1.57932,0.094339,-1.07143,-1.5737,0.174283,-0.967077,-1.75211,0.0554507,-0.880084,-1.9032,0.0940089,-0.653498,-1.93242,0.153353,-0.49751,-2.0393,0.164859,-0.266776,-1.89709,0.346803,-0.105751,-2.03764,0.471111,0.0772599,-1.89979,0.571327,0.479799,-1.78526,0.399143,0.602905,-1.74837,0.295927,0.686203,-1.78636,0.190811,1.09585,-1.53559,0.42176,0.974478,-1.44677,0.519639,1.22908,-1.17344,0.422512,1.29855,-1.21066,0.443001,1.42989,-1.11534,0.681535,1.49494,-0.947088,0.56046,1.74646,-0.882189,0.537416,1.72009,-0.647111,0.216632,1.751,-0.362376,0.280039,2.02354,-0.259017,0.117717,1.96901,0.514389,0.0130636,0.0636319,0.408915,-0.918979,-5.57735,-0.51535,0.345339,0.658865,2.18603,-14504.4,-46438.3,-14575.4,-16860.1
