# 0.000230754, 1.60991, 0.00014137, 0.0387881, 1.72267, 0.00425597, 0.00346112, 0.00354826, 0.00369468, 0.00340341, 0.00380252, 0.00334203, 0.00349716, 0.00426043, 0.0036253, 0.0033846, 0.00332532, 0.00397693, 0.00329557, 0.00366573, 0.00347255, 0.00387546, 0.00356337, 0.00334546, 0.00343414, 0.00313832, 0.00390178, 0.00368491, 0.0034895, 0.00354864, 0.00347609, 0.00360616, 0.00347929, 0.00358349, 0.003694, 0.00398657, 0.00328881, 0.00355835, 0.00382173, 0.00397323, 0.00381965, 0.00351529, 0.00403851, 0.00390038, 0.00335546, 0.00371755, 0.00396824, 0.00364038, 0.00337465, 0.00367305, 0.00352301, 0.00372767, 0.00370352, 0.00360529, 0.00339953, 0.0036789, 0.0039311, 0.00335923, 0.00342246, 0.00370741, 0.00359699, 0.003949, 0.00368309, 0.00355211, 0.00348971, 0.00384977, 0.00408973, 0.00430777, 0.302772, 0.33175, 0.361037, 0.386079, 0.420207, 0.450112, 0.476048, 0.500224, 0.529798, 0.544381, 0.561238, 0.585022, 0.60007, 0.634443, 0.668305, 0.687075, 0.713891, 0.738074, 0.756039, 0.783228, 0.80029, 0.833754, 0.845371, 0.865331, 0.891801, 0.906728, 0.936304, 0.946609, 0.972659, 0.981535, 1.00418, 1.02745, 1.04621, 1.07233, 1.09521, 1.11868, 1.13971, 1.16171, 1.17398, 1.20672, 1.23173, 1.26475, 1.27899, 1.30189, 1.3481, 1.38414, 1.40159, 1.41752, 1.43065, 1.44478, 1.46391, 1.49713, 1.53241, 1.55517, 1.57154, 1.59389, 1.61823, 1.64121, 1.6581, 1.70593, 1.73921, 1.76222, 1.78781, 0.00482865, 0.00406189, 0.00441117, 0.00367978, 0.00357737, 0.00401452, 0.00408462, 0.00382281, 0.00455702, 0.00409429, 0.00427785, 0.00381821, 0.00395019, 0.00406571, 0.00411346, 0.00359643, 0.00406318, 0.0038535, 0.00421882, 0.00383311, 0.004035, 0.00436612, 0.00379999, 0.00390367, 0.00438141, 0.00401526, 0.00388364, 0.00451636, 0.00387657, 0.0044966, 0.00407562, 0.0038993, 0.00388468, 0.00447903, 0.00443108, 0.00457518, 0.00426552, 0.00426258, 0.00433373, 0.00405736, 0.00423163, 0.00432051, 0.00396094, 0.00430296, 0.00422509, 0.00383122, 0.00406599, 0.00380066, 0.00436272, 0.00467338, 0.00430496, 0.00447776, 0.00423218, 0.00436303, 0.00411381, 0.00445079, 0.00432439, 0.00435655, 0.00419219, 0.0042437, 0.00403074, 0.00422122, 0.00483151, 0.000808596, 1.64699, 0.976956
-5231.27,0.865678,0.0443276,7,127,0,5328.01,0.42198,0.522826,0.622736,0.410479,0.0109712,0.57855,0.0970403,1.2335,1.73487,0.179554,1.02,1.91949,0.389892,1.0648,1.89973,0.813316,0.908429,1.8593,0.828373,0.942358,1.6521,0.955784,1.10187,1.66902,1.02779,1.12688,1.533,1.11709,1.18621,1.54347,1.33313,1.04295,1.52303,1.43954,1.1222,1.18131,1.7087,1.31456,0.911032,1.73576,1.14504,0.855331,1.79896,0.977083,0.776389,1.85142,1.26999,0.591223,1.92637,1.42565,0.350559,1.9151,1.70044,0.178108,1.8912,1.86828,-0.0200851,1.93031,1.81122,-0.281766,1.89103,1.92713,-0.638549,1.8053,1.80832,-0.680608,1.76898,1.99452,-0.72552,1.73369,2.13963,-1.05707,1.47423,2.32154,-1.2389,1.21135,2.23146,-1.36502,1.26778,2.44052,-1.54803,1.09724,2.26075,-1.64941,0.989651,2.20749,-1.79945,0.829569,2.26688,-1.78771,0.659494,2.40098,-1.82472,0.372178,2.19971,-1.64137,0.352046,2.39026,-1.86267,0.155634,2.39732,-1.82551,-0.0973427,2.40121,-1.73961,-0.219553,2.67058,-1.77494,-0.571411,2.70015,-1.69443,-0.680465,2.52554,-1.60031,-0.673559,2.49985,-1.6624,-0.975729,2.49382,-1.62435,-0.99966,2.45178,-1.53703,-1.31247,2.62328,-1.59309,-1.52598,2.71583,-1.18937,-1.65956,2.76837,-1.0635,-1.58529,2.78065,-0.925314,-1.72047,2.59103,-0.760843,-1.92854,2.6328,-0.628603,-1.95676,2.58429,-0.358561,-1.99837,2.56168,-0.217548,-1.97757,2.42215,-0.174825,-1.89999,2.58232,0.109634,-1.88147,2.50406,0.282096,-1.8467,2.62159,0.572394,-1.63052,2.50493,0.714734,-1.62265,2.60725,0.992168,-1.59921,2.60827,1.0135,-1.40361,2.92785,1.24282,-1.32543,2.90508,1.23141,-1.27078,2.87804,1.58158,-1.10182,2.59492,1.58754,-0.988715,2.70623,1.6216,-0.857297,2.68319,1.71556,-0.659897,2.57496,1.8336,-0.450767,2.38551,1.96182,-0.296066,2.38704,2.09611,0.49839,0.0537621,0.0236586,0.42419,-0.89043,-4.51248,-0.547231,-0.0386447,1.25165,1.81945,-16361.3,-47180.2,-93651.7,-16431.3
-5236.36,0.770162,0.0443276,7,127,0,5337.89,0.421797,0.540352,0.622918,0.4158,0.00848647,0.575714,0.101159,1.27143,1.73535,0.187301,1.01552,1.91618,0.392175,0.992383,1.89256,0.82004,0.909176,1.86267,0.831426,0.936675,1.65244,0.958515,1.16265,1.67165,1.02889,0.969628,1.52095,1.11672,1.20723,1.54216,1.32439,1.04392,1.52959,1.43716,1.26086,1.17743,1.70609,1.28007,0.915289,1.73837,1.1504,0.859181,1.79622,1.01675,0.791103,1.85259,1.27359,0.582658,1.92726,1.44547,0.342014,1.91952,1.65982,0.175109,1.88924,1.81309,-0.0184519,1.93014,1.75437,-0.272526,1.89923,1.93927,-0.622299,1.79324,1.79018,-0.687322,1.76413,2.01511,-0.723335,1.7378,2.14039,-1.05141,1.47302,2.31079,-1.23686,1.20991,2.35432,-1.36124,1.26928,2.23931,-1.54119,1.09673,2.33696,-1.64534,0.982435,2.14685,-1.80253,0.830737,2.31105,-1.79236,0.674761,2.35414,-1.82634,0.369061,2.20048,-1.63871,0.356274,2.28848,-1.8608,0.157665,2.50798,-1.82697,-0.0987476,2.45713,-1.73833,-0.220118,2.63571,-1.77776,-0.566585,2.85549,-1.69805,-0.690676,2.73815,-1.59254,-0.670619,2.44734,-1.65792,-0.974109,2.52828,-1.62845,-0.995912,2.5771,-1.54559,-1.30808,2.69859,-1.60714,-1.52685,2.72845,-1.19808,-1.65484,2.65278,-1.06466,-1.59143,2.71789,-0.926318,-1.71409,2.5486,-0.756633,-1.92607,2.43634,-0.640671,-1.96237,2.53493,-0.366741,-2.00465,2.41995,-0.218274,-1.96895,2.49652,-0.177776,-1.90215,2.47213,0.113583,-1.87871,2.51951,0.284385,-1.84542,2.50351,0.589015,-1.6177,2.51925,0.714013,-1.61359,2.41994,0.985826,-1.60635,2.66009,1.02155,-1.40444,2.6393,1.24678,-1.32544,2.82562,1.23066,-1.26768,2.82601,1.58337,-1.10252,2.60669,1.59699,-0.986685,2.66581,1.61978,-0.855007,2.61798,1.71839,-0.655015,2.65197,1.8411,-0.455154,2.35069,1.96202,-0.300434,2.55914,2.08928,0.498249,0.0465671,0.0233628,0.431821,-0.877552,-4.76928,-0.552145,-0.0420285,1.07558,1.63629,-16357.2,-47193.3,-87379.5,-16422.5
-5232.45,0.998158,0.0443276,7,127,0,5335.76,0.433022,1.86329,0.613614,0.33273,0.00401895,0.663252,0.184953,1.65742,1.96556,0.219797,1.77574,1.7403,0.371966,2.0112,1.82225,0.628817,2.15752,1.89574,0.800412,2.13014,1.99754,0.969569,2.24043,1.67287,1.20715,2.09864,1.57097,1.28219,2.21392,1.53333,1.35832,2.04426,1.27887,1.61837,2.0646,1.28384,1.57907,1.96469,0.997846,1.80325,1.66086,0.88166,1.79843,1.86394,0.696618,1.92852,1.84865,0.577202,1.82987,1.79576,0.368649,1.95515,1.7298,0.0276618,1.96371,1.87252,0.0117751,1.84101,1.95182,-0.25892,1.80026,2.03589,-0.386653,1.76232,2.03157,-0.707348,1.58093,2.19512,-0.931371,1.59876,2.06046,-0.943848,1.3867,2.12105,-1.08441,1.36999,2.09283,-1.44034,1.3405,2.12134,-1.62085,1.12564,2.10138,-1.54735,0.883386,1.86969,-1.4493,0.804199,1.78537,-1.60553,0.589147,1.83194,-1.72501,0.49365,1.97431,-1.87414,0.327025,1.92417,-1.79257,0.17263,1.96249,-1.95698,-0.0477421,2.0492,-2.14101,-0.247791,1.93552,-1.90473,-0.4119,1.95088,-1.90007,-0.662615,1.90884,-1.82576,-0.783665,1.85235,-1.66959,-0.830228,1.88184,-1.36494,-1.19211,2.09798,-1.56826,-1.38267,2.14806,-1.3454,-1.43702,2.1204,-1.32466,-1.46282,2.17353,-1.17711,-1.74064,2.00507,-0.940561,-1.83349,2.25169,-0.599141,-1.71488,2.39267,-0.595922,-1.8514,2.6278,-0.508034,-1.85083,2.65077,-0.236626,-1.9058,2.35557,-0.112661,-2.06695,2.32059,0.0614948,-1.93218,2.17314,0.301088,-1.85409,1.90709,0.402854,-1.86876,1.73107,0.664824,-1.6243,1.9046,0.903151,-1.56504,1.81849,1.1081,-1.50365,2.16112,1.31206,-1.2122,2.13174,1.32628,-1.14211,1.95127,1.25909,-1.11766,1.95939,1.46066,-1.01904,2.06672,1.66954,-0.867544,2.11027,1.80563,-0.579227,1.91659,1.77064,-0.413253,2.09521,1.85145,-0.320985,2.10226,1.87629,0.513887,0.0504172,0.0163997,0.419296,-1.10043,-5.51673,-0.410601,0.333293,1.5433,1.9369,-15457.5,-44670.1,-15522.8,-16578.4
-5229.8,0.823185,0.0443276,7,127,0,5328.29,0.427618,0.891743,0.614244,0.37405,0.0060543,0.619896,0.189726,1.5142,1.75706,0.215133,1.6474,1.89959,0.35517,1.57814,1.88066,0.766846,1.65425,1.85812,0.854478,1.72987,1.68873,0.981587,1.76481,1.67173,1.04834,1.7126,1.48179,1.15676,1.88884,1.50238,1.3483,2.13753,1.484,1.42438,2.34004,1.08402,1.66382,2.26454,0.841514,1.73159,2.27208,0.831907,1.82429,2.40233,0.728094,1.84359,2.43193,0.498123,1.86286,2.51017,0.284175,1.87439,2.65719,0.168032,1.87593,2.63132,-0.0131744,1.91395,2.54376,-0.281227,1.94089,2.6639,-0.581664,1.82327,2.59465,-0.632951,1.72871,2.41942,-0.680468,1.70581,2.56532,-1.00051,1.45267,2.57899,-1.2246,1.24818,2.55353,-1.46816,1.2786,2.57059,-1.63949,1.02517,2.337,-1.69293,0.899759,2.44035,-1.83182,0.827988,2.56469,-1.84491,0.748117,2.41979,-1.8599,0.491972,2.40424,-1.62241,0.407033,2.13787,-1.84105,0.109273,2.05623,-1.84246,-0.123496,2.28085,-1.81356,-0.222138,2.07184,-1.87303,-0.61399,2.23029,-1.81933,-0.800285,2.49201,-1.68421,-0.723925,2.53843,-1.6782,-0.983691,2.43656,-1.53874,-1.0246,2.43613,-1.40495,-1.33397,2.42085,-1.49917,-1.57634,2.41153,-1.17757,-1.68682,2.53099,-1.09906,-1.60728,2.36295,-0.964885,-1.71964,2.42194,-0.761789,-1.89698,2.34133,-0.618894,-1.8669,2.12678,-0.339194,-1.91742,2.20906,-0.179853,-1.88778,2.19022,-0.113494,-1.85133,2.33199,0.19503,-1.84124,2.29186,0.338584,-1.82944,2.36109,0.636421,-1.62687,2.55659,0.704136,-1.59076,2.24012,0.954691,-1.55267,2.19117,0.947847,-1.39555,2.60252,1.19258,-1.30858,2.55165,1.23828,-1.2628,2.72766,1.60457,-1.12758,2.8414,1.61516,-0.977084,2.88431,1.63177,-0.815425,2.74282,1.70393,-0.605479,2.60689,1.81152,-0.408392,2.54136,1.91034,-0.226955,2.32282,2.03769,0.508677,0.0453206,0.00527571,0.440727,-0.983367,-5.10699,-0.478204,0.208238,1.29593,1.42255,-16767.9,-45344,-36304.9,-16835.3
-5219.81,0.923899,0.0443276,7,127,0,5322.14,0.429414,0.391387,0.602284,0.305944,0.0212693,0.672786,0.160741,1.08039,1.91753,0.188011,1.11922,1.76677,0.4524,1.25441,1.86623,0.685721,1.16966,1.88263,0.778196,1.31175,1.97383,1.06902,1.37054,1.73107,1.19629,1.33353,1.55608,1.21636,1.38917,1.48684,1.38463,1.21104,1.35549,1.67086,1.28708,1.31373,1.58944,1.65902,0.967316,1.75097,1.67558,0.911805,1.79493,1.844,0.743777,1.92203,1.83752,0.696986,1.91825,1.76545,0.377858,1.90068,1.76543,0.0375835,1.9273,1.79271,0.0001875,1.86162,1.68411,-0.248527,1.77595,1.46951,-0.488633,1.75395,1.46959,-0.696684,1.70611,1.54224,-0.789283,1.72976,1.6914,-1.00097,1.41694,1.82703,-1.13634,1.34454,1.8568,-1.3972,1.36977,1.93919,-1.63543,1.16777,1.95978,-1.51202,0.887257,2.15969,-1.5226,0.738997,2.19477,-1.54858,0.64937,2.1469,-1.70902,0.350901,2.14035,-1.86608,0.26266,2.11437,-1.88843,0.175708,2.19697,-1.98507,-0.0701632,2.06664,-2.07103,-0.224739,2.21854,-1.85956,-0.450417,2.3937,-1.81505,-0.681161,2.43558,-1.75504,-0.70713,2.2296,-1.69895,-0.98529,2.50819,-1.56861,-1.05154,2.43674,-1.52871,-1.40724,2.37853,-1.57802,-1.32014,2.24115,-1.24179,-1.52584,2.54732,-1.15179,-1.65977,2.61499,-0.976932,-1.76486,2.38284,-0.698971,-1.85084,2.40353,-0.62236,-1.95692,2.34224,-0.515679,-1.89037,2.27448,-0.291684,-1.96803,2.35882,-0.13592,-2.01009,2.50406,0.163932,-1.90944,2.33987,0.251606,-1.92613,2.47522,0.459449,-1.89138,2.41851,0.661303,-1.75469,2.20163,1.02264,-1.62395,2.19526,1.15407,-1.52753,2.33039,1.25973,-1.16728,2.06182,1.29888,-1.22418,2.38792,1.38688,-1.12275,2.22953,1.50437,-0.968137,1.97409,1.70902,-0.933314,1.86007,1.76839,-0.552967,1.93723,1.78556,-0.472617,1.7117,1.87989,-0.271904,1.74798,1.92801,0.505713,0.0529669,0.0262067,0.415113,-1.18435,-3.85049,-0.396327,0.137118,1.40832,2.03728,-16962.9,-45800.1,-140731,-17029.5
-5218.7,0.968064,0.0443276,7,127,0,5313.84,0.433641,0.753975,0.61567,0.327118,0.0166174,0.656264,0.157786,1.02175,1.8099,0.156309,1.1736,1.76851,0.347093,1.30681,1.80867,0.649836,1.02481,1.93944,0.794369,1.09644,1.98058,0.925853,1.3283,1.7232,1.09739,1.48604,1.59736,1.31497,1.57127,1.5367,1.45484,1.62467,1.32618,1.6099,1.65255,1.25014,1.60753,1.52406,1.01682,1.68507,1.61505,0.854495,1.77399,1.38829,0.711844,1.99945,1.31114,0.640701,1.91801,1.28014,0.428815,1.84718,1.62802,0.0177365,1.95569,1.74165,-0.118543,1.87213,1.8688,-0.257953,1.90506,1.80933,-0.519404,1.76664,1.76119,-0.687617,1.64584,1.97313,-0.741437,1.73386,1.88606,-0.995612,1.40571,1.86665,-1.1036,1.30255,1.68943,-1.42323,1.30759,1.87892,-1.57021,1.15843,1.83048,-1.54665,0.8448,1.94446,-1.6266,0.776395,1.93149,-1.65377,0.692613,2.04814,-1.71959,0.460913,2.19713,-1.78101,0.36802,1.97511,-1.83016,0.211807,1.99692,-1.93192,-0.0566738,2.22576,-2.02515,-0.237434,2.29626,-1.88099,-0.438068,2.39799,-1.88329,-0.67778,2.38339,-1.77455,-0.776014,2.28251,-1.75201,-0.93261,2.08073,-1.46442,-1.07568,2.05552,-1.52142,-1.43246,2.14401,-1.49383,-1.40346,2.29085,-1.25655,-1.5802,2.2492,-1.0524,-1.65074,2.12442,-0.966899,-1.72859,2.09698,-0.615255,-1.84864,2.19632,-0.714069,-1.99825,2.02074,-0.47089,-1.87982,1.60336,-0.313639,-2.00551,1.74353,-0.0558923,-2.01387,1.72041,0.119317,-1.96719,1.70214,0.333987,-1.88991,1.8151,0.515848,-1.78469,1.6821,0.684031,-1.73231,1.52008,0.952598,-1.70782,1.35347,1.17786,-1.42807,1.21883,1.24929,-1.17649,1.29035,1.40569,-1.25852,1.43343,1.31288,-1.16055,1.39117,1.51494,-1.06455,1.53421,1.68369,-0.990584,1.50522,1.67096,-0.620308,1.78623,1.71734,-0.424978,1.81986,1.79297,-0.269495,1.71238,1.92906,0.500929,0.0412105,0.0490019,0.408858,-1.11743,-4.09731,-0.421192,0.0223067,1.01136,2.1874,-16475.1,-45391.1,-36738.4,-16541.7
-5217.07,0.806591,0.0443276,7,127,0,5318.99,0.438528,0.819568,0.618501,0.35391,0.0164235,0.629666,0.160557,1.2301,1.98356,0.238171,1.25441,1.93121,0.36904,1.36532,1.92728,0.820053,1.22172,1.82033,0.793072,1.26752,1.78279,1.06157,1.26081,1.5643,1.05411,1.17345,1.42803,1.20255,1.07376,1.49468,1.30097,1.14902,1.3487,1.45867,1.07906,1.18078,1.68911,1.19645,0.965192,1.84015,1.26109,0.923904,1.74259,1.23135,0.706871,1.85909,1.21488,0.528943,1.79781,1.02622,0.368159,1.93777,0.989767,0.174922,1.93709,1.16545,0.0409838,1.979,1.06066,-0.225685,1.87035,1.06751,-0.56128,1.87307,0.992831,-0.664348,1.71248,0.825976,-0.826157,1.69311,1.12441,-0.935044,1.38136,1.0858,-1.18528,1.25837,1.08739,-1.56846,1.27215,0.793882,-1.62189,1.08598,1.10334,-1.69135,0.873028,0.925301,-1.64863,0.884734,1.15457,-1.71726,0.587757,1.37266,-1.85403,0.462575,1.3039,-1.79957,0.33694,1.37558,-1.79401,0.0802899,1.53048,-1.88572,-0.0975597,1.44814,-2.01351,-0.303749,1.47447,-1.775,-0.518289,1.2849,-1.78329,-0.768529,1.48878,-1.78531,-0.74364,1.41096,-1.7248,-0.897576,1.44649,-1.57855,-0.959744,1.35926,-1.49768,-1.31458,1.22494,-1.44068,-1.41586,1.49714,-1.26358,-1.54191,1.751,-1.07038,-1.59613,1.74979,-1.07657,-1.81957,1.77232,-0.694008,-1.66868,1.97071,-0.718806,-1.84796,2.03838,-0.40424,-1.87597,2.25579,-0.148954,-1.96575,2.41332,-0.0813258,-1.92287,2.55714,0.0139809,-1.82507,2.50829,0.330595,-1.75894,2.48542,0.563525,-1.72437,2.43764,0.775864,-1.58824,2.37337,0.88478,-1.53891,2.29202,1.08087,-1.48278,2.4652,1.27559,-1.45106,2.52381,1.24333,-1.26119,2.8045,1.43071,-1.04318,2.8457,1.53373,-0.91848,2.97227,1.63995,-0.878739,2.90726,1.83123,-0.595284,2.78813,1.8847,-0.428352,2.50669,1.9365,-0.355577,2.59767,1.99744,0.50332,0.0459122,0.0244972,0.426271,-1.03871,-4.10904,-0.462565,0.0796756,1.18157,1.7695,-16582.2,-43400.3,-29126.4,-16653.1
-5217.26,0.670333,0.0443276,7,127,0,5304.75,0.431312,0.832038,0.616425,0.431491,0.0130314,0.555477,0.126061,0.245862,1.84908,0.213306,0.298825,1.82513,0.308053,0.33659,1.86272,0.826076,0.386781,1.77007,0.85138,0.311273,1.88014,1.06239,0.34579,1.72478,0.980397,0.362837,1.56316,1.21794,0.329239,1.56197,1.32178,0.543622,1.31753,1.47336,0.623588,1.08439,1.73322,0.970444,0.902612,1.83087,1.04426,0.935127,1.75167,1.30183,0.794686,1.90728,1.15242,0.642212,1.81181,1.47007,0.405617,1.93354,1.56556,0.140308,1.88705,1.62739,0.0441779,1.87899,1.46015,-0.229674,1.7739,1.36666,-0.578863,1.82774,1.46457,-0.668226,1.66598,1.53965,-0.821587,1.75464,1.80538,-0.887106,1.50295,1.69844,-1.04874,1.36093,1.69718,-1.46135,1.32755,1.67151,-1.53125,1.09978,1.51595,-1.54793,0.880355,1.89021,-1.57532,0.825262,1.83106,-1.71265,0.558424,1.82883,-1.80492,0.505853,1.78433,-1.70982,0.385208,1.63296,-1.72059,0.0934105,1.62596,-1.88844,-0.122269,1.42984,-2.03785,-0.309944,1.57439,-1.76933,-0.474956,1.73116,-1.77759,-0.696564,1.67181,-1.7555,-0.72766,1.51193,-1.68713,-0.957354,1.49928,-1.56313,-1.0683,1.35103,-1.55034,-1.42962,1.31981,-1.50115,-1.43382,1.19024,-1.24879,-1.51741,1.61011,-1.02323,-1.5679,1.73808,-1.04279,-1.79834,1.65454,-0.657551,-1.68221,1.93245,-0.674551,-1.91038,1.8993,-0.367053,-1.89582,1.95974,-0.148158,-1.92528,2.00978,-0.0798652,-1.91775,2.05159,0.0382047,-1.85042,1.9652,0.355981,-1.83537,2.02924,0.608106,-1.83879,2.35567,0.821022,-1.71625,2.22859,0.889988,-1.61499,2.30204,1.03914,-1.47171,2.29387,1.24808,-1.40902,2.09611,1.26379,-1.24313,2.20158,1.47558,-1.06502,2.13618,1.57699,-0.945196,2.16366,1.65204,-0.881812,2.04924,1.79422,-0.66399,2.06864,1.83695,-0.482639,1.92746,1.90325,-0.351436,1.90378,1.93807,0.505482,0.00871827,0.0685714,0.417229,-0.840508,-4.34039,-0.587927,0.131559,0.340797,1.98651,-16437.5,-45333.6,-29066.4,-16503.4
-5220.42,0.941775,0.0443276,7,127,0,5314.36,0.429414,0.850094,0.607824,0.431734,0.019597,0.548669,0.131588,0.419654,1.86031,0.178418,0.402961,1.84125,0.275501,0.351624,1.85518,0.822925,0.273545,1.76093,0.869353,0.28564,1.86919,1.01412,0.303462,1.72381,0.973734,0.43809,1.55688,1.19349,0.721274,1.55453,1.35292,0.621304,1.29528,1.49142,0.818332,1.09628,1.69959,0.775232,0.883777,1.83582,1.01592,1.00229,1.78301,1.16919,0.779506,1.89464,1.39464,0.652495,1.83386,1.47235,0.371816,1.93205,1.33767,0.150106,1.85725,1.40203,0.04128,1.90618,1.3881,-0.211395,1.74553,1.48458,-0.551625,1.83334,1.41028,-0.683762,1.63844,1.52643,-0.848595,1.74263,1.54946,-0.899347,1.54354,1.74857,-1.04136,1.38178,1.84728,-1.43248,1.34533,2.15739,-1.51938,1.11226,1.98556,-1.53294,0.85902,1.99898,-1.57592,0.853645,1.83006,-1.6859,0.593361,1.99443,-1.7999,0.526602,1.87977,-1.70992,0.363971,1.90392,-1.73053,0.10697,2.01239,-1.86592,-0.0893682,1.95979,-2.03004,-0.29394,1.61458,-1.82175,-0.479682,1.55621,-1.75738,-0.702794,1.57961,-1.7675,-0.6914,1.51624,-1.70806,-0.977708,1.54924,-1.53621,-1.08971,1.6581,-1.56263,-1.43996,1.75511,-1.51569,-1.45824,1.51512,-1.21691,-1.51246,1.65444,-1.01185,-1.57305,1.53266,-0.997381,-1.80023,1.49981,-0.664016,-1.68104,1.79554,-0.633888,-1.91499,1.67103,-0.357657,-1.90912,1.77973,-0.137993,-1.92347,1.93243,-0.0983815,-1.90653,2.12052,-0.00221099,-1.83875,2.13043,0.386632,-1.83786,2.20613,0.567008,-1.7947,2.5375,0.731529,-1.72444,2.25265,0.880074,-1.66848,2.18884,1.03971,-1.47924,2.36412,1.2939,-1.37674,2.38217,1.23521,-1.24833,2.29052,1.47198,-1.08321,1.95773,1.57041,-0.969313,1.89686,1.61559,-0.910701,1.89961,1.81096,-0.687536,2.00133,1.85839,-0.495674,1.96276,1.92722,-0.393492,1.91038,1.92418,0.500872,0.0112055,0.0641862,0.423736,-0.839945,-3.93238,-0.60026,0.0209316,0.289864,1.83033,-16702.7,-45994.5,-29163,-16767.9
-5203.4,0.985879,0.0443276,7,127,0,5301.25,0.427323,0.910794,0.619287,0.310632,0.00540396,0.683964,0.215235,1.38279,1.87294,0.22704,1.33896,1.77954,0.473996,1.21095,1.88325,0.661538,1.33441,1.91705,0.776787,1.08352,1.84416,0.971784,1.1659,1.63648,1.23066,1.38843,1.50916,1.20062,1.32953,1.46142,1.34516,1.39376,1.48431,1.56091,1.23064,1.30656,1.57564,1.18884,0.960096,1.68449,1.06374,0.768194,1.7697,1.23364,0.727727,1.91485,1.17253,0.494527,1.89097,1.2698,0.310754,1.88413,1.40716,0.0362692,1.9635,1.44189,-0.0359102,1.86717,1.49997,-0.311116,1.98068,1.6194,-0.44371,1.8302,1.47284,-0.655628,1.75176,1.33571,-0.771085,1.61531,1.35961,-1.02614,1.383,1.43201,-1.29124,1.23531,1.6118,-1.46297,1.28657,1.63834,-1.6687,1.1008,1.83488,-1.75228,0.974445,1.94872,-1.69824,0.791455,1.88913,-1.74102,0.645193,2.18248,-1.75272,0.385736,2.01575,-1.85049,0.294662,2.21197,-1.91892,0.163342,2.07826,-2.01211,-0.0692035,2.12759,-1.85549,-0.225931,2.31555,-1.92418,-0.493886,2.1324,-1.89404,-0.63418,2.20202,-1.71842,-0.785547,2.2246,-1.67092,-0.853978,2.17571,-1.47962,-1.07358,2.10646,-1.47297,-1.25277,2.07725,-1.40292,-1.4539,1.9883,-1.27182,-1.56883,2.11565,-1.234,-1.71133,2.18798,-1.04054,-1.76057,2.36935,-0.690853,-1.88686,2.29378,-0.649249,-1.956,2.34785,-0.518934,-1.95422,2.35586,-0.297658,-1.93369,2.44428,-0.150555,-2.01281,2.36963,0.279456,-1.96243,2.36021,0.263425,-1.90178,2.10979,0.524199,-1.72079,1.98566,0.761348,-1.59697,2.01357,0.95409,-1.53857,1.83079,1.10626,-1.44431,1.9754,1.24209,-1.17419,2.32639,1.32698,-1.18781,2.16904,1.4307,-1.17547,1.96565,1.57095,-1.01719,1.90644,1.69401,-0.798906,1.82629,1.72136,-0.551235,1.70656,1.77437,-0.334168,1.69851,1.8506,-0.226883,1.73991,2.02166,0.509115,0.0483786,0.0231365,0.419369,-1.16915,-5.22062,-0.37985,0.218771,1.37986,1.93513,-16626.6,-45603.8,-28819.4,-16708.5
-5212.54,0.884509,0.0443276,7,127,0,5300.63,0.424224,4.11212,0.606533,0.39524,0.0152425,0.589518,0.10499,1.57258,1.86341,0.199134,1.5454,1.87254,0.318194,1.75731,1.79926,0.827377,1.7114,1.80682,0.932274,1.86401,1.8109,0.981981,1.77912,1.70073,1.01535,1.80179,1.53223,1.25054,1.82863,1.57075,1.40174,1.81175,1.31142,1.54658,1.96411,1.12391,1.73544,1.8362,0.911757,1.88913,1.83754,0.98732,1.85791,1.68134,0.760637,1.89378,1.73314,0.575563,1.85529,1.76561,0.327616,1.95289,1.76003,0.16209,1.87464,1.82274,0.0726289,1.9056,1.78491,-0.126023,1.75531,1.84678,-0.471498,1.76907,1.75404,-0.661864,1.62008,1.59546,-0.82804,1.75558,1.44795,-0.916732,1.51825,1.4449,-0.997566,1.39036,1.1362,-1.40145,1.34771,0.927196,-1.57321,1.11863,1.12489,-1.50274,0.860866,1.01967,-1.58665,0.813183,1.13404,-1.71041,0.618903,1.08124,-1.86492,0.48293,1.38364,-1.74307,0.385283,1.12376,-1.85456,0.111313,1.33169,-1.88659,-0.122365,1.1841,-2.08791,-0.244649,1.22143,-1.80137,-0.466673,1.31955,-1.73625,-0.742919,1.25157,-1.71942,-0.728639,1.2534,-1.64105,-0.979807,1.05167,-1.49157,-1.1231,0.853599,-1.5754,-1.42691,0.781032,-1.47293,-1.50528,0.974005,-1.21735,-1.50741,0.942447,-1.07616,-1.5434,1.00012,-0.952011,-1.73105,1.24656,-0.768075,-1.75351,1.27933,-0.660345,-1.86397,1.44074,-0.407993,-1.89739,1.75249,-0.214069,-1.9178,1.72667,-0.193306,-1.9415,1.65188,-0.0620123,-1.87735,1.5857,0.426764,-1.85923,1.41756,0.56254,-1.84518,1.50149,0.633439,-1.72047,1.35229,0.905303,-1.66785,1.30703,0.956056,-1.47457,1.37552,1.26754,-1.38172,1.4891,1.22038,-1.23763,1.44621,1.4264,-1.07523,1.4258,1.51061,-1.00926,1.36454,1.58161,-0.936809,1.43971,1.74911,-0.652348,1.57127,1.77745,-0.519405,1.3745,1.90286,-0.356003,1.37096,1.90051,0.499674,0.0674089,0.00763951,0.425278,-0.928263,-4.18367,-0.52845,-0.00782538,1.60999,1.79334,-15355,-47057.2,-15426.4,-16627.6
