epsilon,l.1,l.2,l.3,l.4,l.5,l.6,l.7,l.8,l.9,l.10,l.11,l.12,l.13,l.14,l.15,l.16,l.17,l.18,l.19,l.20,l.21,l.22,l.23,l.24,l.25,l.26,l.27,l.28,l.29,l.30,l.31,l.32,l.33,l.34,l.35,l.36,l.37,l.38,l.39,l.40,l.41,l.42,l.43,l.44,l.45,l.46,l.47,l.48,l.49,l.50,l.51,l.52,l.53,l.54,l.55,l.56,l.57,l.58,l.59,l.60,l.61,l.62,l.63,l_init,logModel
1.08091,1.21795,1.09515,1.21405,1.30229,1.37304,1.43617,1.64382,1.53882,1.35804,1.20662,1.22341,1.17618,1.23681,1.01283,1.0097,0.83157,0.674432,0.653208,0.602626,0.216053,0.0792089,0.00592848,-0.0878708,-0.265992,-0.562182,-0.46977,-0.814948,-0.738602,-0.884619,-0.989694,-1.13242,-1.1916,-1.31287,-1.24902,-1.46928,-1.40566,-1.26909,-1.37776,-1.25523,-1.33603,-1.35093,-1.1829,-1.12373,-0.896127,-1.14428,-0.88236,-0.852668,-0.775871,-0.686899,-0.413121,-0.315343,-0.213523,-0.0526231,0.136421,0.238862,0.162534,0.45812,0.462251,0.542108,0.839653,0.965075,1.00103,1.12101,1.06626,-9429.32
1.08806,1.13332,1.29427,1.30153,1.36578,1.40718,1.42903,1.25506,1.39282,1.44052,1.39742,1.1073,1.16473,1.08588,1.2385,0.894488,0.742305,0.711544,0.429557,0.259728,0.366533,0.230626,0.028459,-0.229618,-0.404125,-0.33014,-0.677079,-0.56286,-0.811255,-0.952574,-1.00486,-0.98008,-1.18655,-1.33973,-1.38534,-1.23286,-1.29683,-1.45782,-1.25414,-1.48495,-1.45876,-1.31665,-1.40245,-1.31924,-1.28622,-0.926435,-1.01941,-0.808981,-0.745414,-0.594872,-0.494183,-0.330834,-0.258186,-0.01438,0.0653942,0.306417,0.497479,0.356107,0.58901,0.815145,0.800283,0.932308,1.1596,1.18446,1.12582,-9426.86
1.10699,1.14195,1.21408,1.25325,1.33839,1.41163,1.46817,1.36037,1.51178,1.35293,1.31172,1.25266,1.20092,1.31817,1.13847,0.869983,0.69775,0.746849,0.50874,0.410795,0.291324,0.132081,0.0765972,-0.166404,-0.475828,-0.424901,-0.55511,-0.738491,-0.847709,-0.957777,-1.06158,-1.05371,-1.16512,-1.23,-1.37331,-1.19885,-1.3181,-1.40325,-1.36413,-1.40781,-1.39534,-1.4029,-1.3111,-1.22221,-1.19523,-1.01916,-1.02993,-0.875201,-0.767955,-0.687004,-0.646153,-0.330051,-0.383771,-0.0253436,0.155694,0.488944,0.363663,0.491619,0.686413,0.738131,0.832424,1.03884,1.09561,1.14354,1.0598,-9417.34
1.07583,1.23916,1.16378,1.36865,1.39552,1.43924,1.32784,1.49696,1.40264,1.54015,1.35983,1.22041,1.04929,1.08645,1.10779,0.955124,0.855848,0.631623,0.596745,0.424792,0.20916,0.164417,-0.00533573,-0.123404,-0.356044,-0.633427,-0.718306,-0.718322,-0.763917,-0.955749,-0.985595,-1.15945,-1.20116,-1.43388,-1.29065,-1.35352,-1.35166,-1.45474,-1.32846,-1.40251,-1.39069,-1.26947,-1.18069,-1.25587,-1.2138,-1.147,-0.938215,-0.861981,-0.79648,-0.60735,-0.501113,-0.436139,-0.174782,-0.0358327,0.106312,0.410137,0.56287,0.586439,0.637945,0.696309,0.776573,0.849704,1.03192,1.1155,1.18791,-9412.07
1.08229,1.19494,1.28173,1.28899,1.33516,1.4169,1.40576,1.38503,1.34007,1.41583,1.25927,1.19032,1.19534,1.22045,1.17354,1.001,0.809763,0.714908,0.710335,0.390656,0.385101,0.0754234,0.0718319,-0.0637636,-0.420588,-0.530204,-0.680963,-0.631562,-0.744635,-1.00364,-1.02321,-1.05689,-1.15015,-1.43661,-1.25569,-1.37981,-1.35152,-1.43639,-1.21779,-1.36134,-1.34243,-1.3322,-1.29516,-1.30759,-1.06742,-1.06884,-0.96924,-0.803891,-0.748948,-0.612432,-0.493897,-0.425941,-0.143087,-0.00202236,0.160109,0.419497,0.521628,0.579918,0.610017,0.723933,0.851875,0.916759,0.988838,1.08413,1.16981,-9410.19
1.077,1.13787,1.33101,1.28403,1.33612,1.41714,1.39102,1.36399,1.43855,1.33815,1.24481,1.22757,1.18946,1.24044,1.19196,0.940477,0.770529,0.687581,0.686523,0.391033,0.410942,0.0759673,0.103906,-0.0996453,-0.411702,-0.489017,-0.675402,-0.616688,-0.783969,-0.978875,-1.03258,-0.993609,-1.15096,-1.47102,-1.2655,-1.38337,-1.32621,-1.41123,-1.24896,-1.36051,-1.34308,-1.36747,-1.29952,-1.28796,-1.0911,-1.06877,-1.02114,-0.784302,-0.775622,-0.56919,-0.50413,-0.417309,-0.158817,0.0918279,0.133778,0.425161,0.575641,0.470799,0.576629,0.753564,0.883007,0.944687,1.0007,1.11163,1.17389,-9415.37
1.07581,1.38556,1.27165,1.24112,1.40569,1.34508,1.33378,1.37439,1.45523,1.38073,1.31093,1.12404,1.13973,1.07375,1.15031,1.02277,0.843689,0.627947,0.631045,0.430725,0.330197,0.163298,0.0455223,-0.201647,-0.297286,-0.497794,-0.527679,-0.62448,-0.674355,-0.898335,-1.1026,-1.04335,-1.19499,-1.419,-1.50701,-1.3393,-1.36147,-1.51047,-1.24242,-1.35759,-1.28759,-1.32169,-1.29603,-1.18936,-1.07768,-1.06173,-1.02683,-0.865,-0.683555,-0.545884,-0.442586,-0.322864,-0.253297,-0.0167072,0.237428,0.371977,0.499494,0.479634,0.68725,0.759238,0.803947,0.962718,1.09277,1.17072,1.25654,-9415.86
1.09069,1.07889,1.1945,1.35285,1.34423,1.42166,1.48573,1.38807,1.30042,1.38896,1.44724,1.41,1.24593,1.14518,0.988524,0.888167,0.795332,0.803959,0.405273,0.287518,0.189728,0.113596,-0.0189309,-0.155807,-0.506302,-0.548871,-0.709118,-0.729008,-0.761017,-0.799278,-0.783891,-1.043,-1.16699,-1.23451,-1.24738,-1.49335,-1.38163,-1.15003,-1.37927,-1.36408,-1.37872,-1.1927,-1.22232,-1.26318,-1.17649,-1.06308,-0.866518,-0.780003,-0.793592,-0.542281,-0.34618,-0.28922,-0.125514,-0.00239342,-0.0464533,0.228172,0.289399,0.524219,0.566466,0.710604,0.888255,0.983113,1.14971,1.24989,1.19904,-9418.41
1.07789,1.30327,1.3901,1.45542,1.43908,1.38582,1.36685,1.31215,1.39054,1.43305,1.45383,1.23684,1.18044,1.07831,0.978785,0.848048,0.775214,0.645389,0.570265,0.367884,0.258876,0.153361,0.0591641,-0.244888,-0.266542,-0.454958,-0.496754,-0.636072,-0.741693,-0.840241,-0.886002,-0.944677,-1.12961,-1.2568,-1.375,-1.27801,-1.27604,-1.3395,-1.12878,-1.22526,-1.22984,-1.28173,-1.25317,-1.19478,-1.157,-0.997604,-0.938111,-0.902439,-0.624034,-0.721472,-0.477235,-0.347616,-0.201325,-0.156377,-0.0240521,0.223233,0.346263,0.508729,0.538989,0.635147,0.860462,0.880652,1.02741,1.185,1.07082,-9411.22
1.07357,1.11584,1.1447,1.26524,1.58577,1.51109,1.51624,1.31111,1.32041,1.48227,1.35719,1.27055,1.17142,1.10999,1.09069,0.902711,0.698437,0.669723,0.501921,0.523228,0.244868,0.247291,-0.0220069,-0.10171,-0.407272,-0.46813,-0.52338,-0.543044,-0.749509,-0.949626,-0.975054,-1.16981,-1.17838,-1.35186,-1.2382,-1.30059,-1.39665,-1.23531,-1.30022,-1.3436,-1.47403,-1.34587,-1.3284,-1.24135,-1.1511,-1.12038,-0.982634,-0.685199,-0.759785,-0.623894,-0.564102,-0.275303,-0.231474,-0.0497161,0.000178502,0.206895,0.299147,0.387587,0.658313,0.829394,0.788786,0.908323,0.95501,1.17932,1.20558,-9413.68
1.07129,1.15036,1.15092,1.32375,1.53146,1.58282,1.51774,1.39742,1.36714,1.51953,1.28486,1.28391,1.18188,1.19543,1.08499,0.892363,0.67307,0.595477,0.55065,0.548594,0.244415,0.196465,-0.0269636,-0.127205,-0.351719,-0.454655,-0.509554,-0.548591,-0.768706,-1.02482,-0.980554,-1.20258,-1.15273,-1.35213,-1.23118,-1.25405,-1.41547,-1.26997,-1.25062,-1.35761,-1.48378,-1.36612,-1.36135,-1.19275,-1.12174,-1.17327,-0.91988,-0.70744,-0.724009,-0.596636,-0.48561,-0.260337,-0.239394,-0.0295102,-0.0179456,0.170243,0.288065,0.415457,0.606193,0.777168,0.852023,0.996546,0.921023,1.14068,1.27241,-9415.86
1.10025,1.24156,1.33234,1.38276,1.42065,1.32295,1.30647,1.35994,1.38775,1.20363,1.40109,1.23119,1.30584,1.12651,0.99088,0.820895,0.77479,0.779409,0.570696,0.334737,0.40514,0.144782,0.113417,-0.120063,-0.322694,-0.491154,-0.625577,-0.746068,-0.691957,-0.69725,-0.934911,-0.918641,-1.19294,-1.17129,-1.24334,-1.31146,-1.19624,-1.28283,-1.28954,-1.42676,-1.3911,-1.3731,-1.24973,-1.3116,-1.24366,-1.12505,-1.09572,-0.989422,-0.728739,-0.584878,-0.521916,-0.487114,-0.185916,-0.0048893,0.104605,0.217655,0.368877,0.539041,0.564431,0.671429,0.910749,0.992265,1.24562,1.11831,1.08355,-9419.7
1.06829,1.17447,1.15018,1.21568,1.4252,1.60904,1.53037,1.40668,1.3446,1.45183,1.29352,1.27217,1.11323,1.08695,1.00079,0.939373,0.761175,0.644441,0.59121,0.562681,0.215334,0.149929,-0.0590534,-0.187747,-0.468024,-0.492198,-0.48419,-0.606059,-0.836627,-0.972936,-0.884009,-1.16355,-1.19057,-1.37641,-1.28376,-1.29252,-1.40292,-1.36325,-1.36809,-1.36848,-1.42664,-1.3237,-1.36283,-1.16805,-1.04906,-1.08108,-0.852914,-0.678203,-0.782758,-0.6524,-0.454221,-0.242851,-0.325746,-0.121235,0.0270164,0.30133,0.380959,0.481947,0.562203,0.615729,0.670232,0.892067,0.890506,1.14586,1.29956,-9415.12
1.10462,1.28505,1.33185,1.46417,1.50705,1.45196,1.34529,1.35972,1.34823,1.23042,1.2374,1.08066,1.13616,1.09019,0.994935,0.818679,0.769698,0.786632,0.552421,0.343006,0.359827,0.1838,0.0594438,-0.181398,-0.331154,-0.520277,-0.709285,-0.709887,-0.681529,-0.781203,-1.07186,-0.973233,-1.13562,-1.10436,-1.26597,-1.30687,-1.25753,-1.3051,-1.30822,-1.50374,-1.44336,-1.38745,-1.26617,-1.27663,-1.1981,-1.02914,-1.06726,-1.01074,-0.831539,-0.711857,-0.587732,-0.454377,-0.0257121,0.0981513,0.147335,0.21151,0.335185,0.415149,0.53342,0.678276,0.884022,0.896133,1.09543,1.02094,1.17848,-9416.28
1.08892,1.23376,1.42665,1.38154,1.3589,1.54115,1.50461,1.35499,1.32624,1.35731,1.26593,1.21658,1.11624,1.05107,0.872213,0.797506,0.608189,0.68314,0.581252,0.456717,0.313201,0.091647,-0.100322,-0.247121,-0.568728,-0.57595,-0.704957,-0.70541,-0.821247,-0.897141,-0.891051,-1.12586,-1.06457,-1.32169,-1.27757,-1.37068,-1.37655,-1.29647,-1.24883,-1.28132,-1.42282,-1.27362,-1.37432,-1.29543,-1.14847,-1.06722,-0.930496,-0.930308,-0.895402,-0.695437,-0.516281,-0.233893,-0.17756,0.00588081,0.103885,0.280244,0.458541,0.581303,0.469324,0.549154,0.715997,0.858859,0.916779,1.11728,1.15548,-9412.47
1.0901,1.14752,1.24629,1.33065,1.38048,1.31911,1.32291,1.32253,1.47329,1.48705,1.39353,1.05958,1.13501,1.11302,1.0438,0.788219,0.84245,0.662437,0.616283,0.425884,0.241271,0.0818848,-0.0731589,-0.203528,-0.380605,-0.642224,-0.669877,-0.62966,-0.619961,-0.839454,-1.05213,-1.08828,-1.22313,-1.21982,-1.3233,-1.38313,-1.31232,-1.36947,-1.38714,-1.4772,-1.39444,-1.41773,-1.37862,-1.33943,-1.21536,-1.153,-1.06296,-0.769624,-0.814201,-0.674625,-0.503565,-0.360583,-0.241955,-0.0718388,0.0758902,0.324723,0.515711,0.531254,0.624448,0.520488,0.684707,0.825624,1.04689,1.03115,1.091,-9413.07
1.0738,1.36597,1.26325,1.31967,1.45114,1.46839,1.47768,1.46022,1.35027,1.32103,1.25902,1.21846,1.14478,1.142,1.01593,0.964071,0.67465,0.760467,0.569019,0.475148,0.290601,0.164474,0.0178918,-0.279053,-0.538118,-0.520924,-0.5742,-0.736483,-0.94379,-1.06371,-1.00456,-1.08179,-1.0943,-1.27811,-1.18372,-1.24958,-1.41263,-1.41605,-1.34482,-1.30331,-1.38494,-1.26839,-1.27539,-1.20513,-1.10278,-1.08376,-0.969097,-0.920278,-0.646418,-0.670581,-0.64007,-0.429893,-0.19133,0.0561536,0.107517,0.168408,0.171197,0.371949,0.435296,0.729984,0.821306,0.995467,1.04336,1.18907,1.44394,-9410.26
1.08394,1.26074,1.33689,1.30764,1.37458,1.46028,1.40557,1.36908,1.45962,1.33618,1.22223,1.10422,1.20972,1.07308,1.05962,0.852447,0.849061,0.639629,0.577499,0.376017,0.267625,0.140253,-0.0587925,-0.188481,-0.288817,-0.524841,-0.627933,-0.692935,-0.686252,-0.781396,-0.989719,-1.04543,-1.09659,-1.08791,-1.29502,-1.40755,-1.34241,-1.35213,-1.317,-1.45013,-1.39791,-1.38317,-1.24857,-1.15674,-1.05296,-1.04213,-1.05414,-0.916519,-1.02516,-0.643208,-0.422177,-0.406535,-0.389896,-0.145843,0.063914,0.369585,0.542953,0.524735,0.667509,0.702167,0.88731,0.850356,1.01261,1.11204,1.323,-9412.02
1.08708,1.26575,1.3195,1.35025,1.43789,1.45456,1.53067,1.3714,1.54393,1.42667,1.25064,1.18728,1.26984,1.17434,1.25375,1.06525,0.720199,0.765572,0.571887,0.504912,0.283589,0.147355,0.0902226,-0.232723,-0.382613,-0.473689,-0.53069,-0.710586,-0.800973,-0.932285,-0.885937,-1.12864,-1.186,-1.17549,-1.15072,-1.2417,-1.44419,-1.48378,-1.35743,-1.3765,-1.42911,-1.33144,-1.37081,-1.33838,-0.965826,-1.04538,-0.985599,-0.925073,-0.837571,-0.660991,-0.497248,-0.435926,-0.159833,0.0374954,-0.0136775,0.313635,0.446965,0.579261,0.585898,0.766361,0.847171,1.06942,1.11918,0.970846,1.15716,-9417.1
1.07663,1.29185,1.19939,1.28893,1.4922,1.52214,1.29109,1.42976,1.34878,1.37709,1.3888,1.19833,1.10004,1.15694,0.947046,0.800918,0.810966,0.596731,0.557322,0.377571,0.263231,0.155016,-0.0290473,-0.0925177,-0.373472,-0.517382,-0.613104,-0.613891,-0.806804,-0.91556,-1.04523,-1.01535,-1.18015,-1.30484,-1.32322,-1.38726,-1.2579,-1.19767,-1.28089,-1.38398,-1.3213,-1.29643,-1.22096,-1.06793,-1.17621,-1.03933,-0.970881,-0.806447,-0.72036,-0.655482,-0.503816,-0.251462,-0.28021,-0.100236,0.127376,0.155228,0.340165,0.50262,0.712171,0.736276,0.889597,0.875407,1.0045,1.2739,1.50056,-9411.23
1.09178,1.17797,1.29359,1.32832,1.39548,1.39395,1.55024,1.34344,1.39775,1.35595,1.14609,1.23034,1.31527,1.16747,1.12563,1.0839,0.79573,0.706111,0.579647,0.359032,0.209739,0.135687,-0.049132,-0.308363,-0.442283,-0.506211,-0.676003,-0.725108,-0.781423,-0.83615,-0.868162,-1.0629,-1.22111,-1.19302,-1.28786,-1.21265,-1.5148,-1.33831,-1.32931,-1.30333,-1.48365,-1.35909,-1.39545,-1.26787,-1.15551,-0.993037,-1.00524,-0.840105,-0.959025,-0.608668,-0.519342,-0.470517,-0.140358,0.0936365,0.0657805,0.339092,0.347719,0.403666,0.484304,0.590755,0.704776,1.04435,1.04424,1.01886,1.11775,-9417.7
1.09659,1.18201,1.25753,1.29518,1.36493,1.39139,1.51915,1.3045,1.46411,1.40995,1.20683,1.30106,1.28131,1.15552,1.03771,1.06499,0.876946,0.765286,0.573138,0.370689,0.265146,0.159664,-0.099567,-0.274032,-0.498775,-0.49772,-0.685342,-0.735292,-0.772652,-0.893256,-0.93722,-1.00464,-1.22218,-1.23879,-1.28303,-1.21532,-1.41712,-1.39105,-1.33658,-1.33945,-1.47995,-1.46749,-1.41874,-1.30399,-1.14565,-1.07727,-0.984962,-0.83557,-0.879501,-0.573762,-0.475489,-0.472107,-0.123443,0.180995,0.0253267,0.328066,0.406403,0.358188,0.543901,0.506082,0.778461,1.05543,1.06746,1.01946,1.06399,-9418.37
1.0995,1.18655,1.21543,1.26779,1.44663,1.56617,1.33934,1.45353,1.43844,1.24057,1.3173,1.12779,1.13538,1.08624,1.00941,0.830628,0.772369,0.77654,0.661661,0.450129,0.279559,0.0118789,-0.0959426,-0.220224,-0.273797,-0.548221,-0.591386,-0.606924,-0.731389,-0.775058,-0.904575,-1.08884,-1.16734,-1.20368,-1.26191,-1.3098,-1.19252,-1.1757,-1.31223,-1.57685,-1.44068,-1.2389,-1.26193,-1.22497,-1.18273,-1.09908,-1.07436,-0.969472,-0.824279,-0.700169,-0.491836,-0.202835,-0.137873,-0.158717,0.0734175,0.198067,0.157914,0.45346,0.643874,0.753045,0.828868,0.915019,0.995388,0.982196,1.20342,-9416.63
1.07374,1.27339,1.26589,1.43085,1.46809,1.44392,1.57559,1.38346,1.38385,1.50724,1.30467,1.21831,1.20065,1.09889,1.03531,0.952383,0.713538,0.615299,0.434465,0.388842,0.246969,0.149964,0.0573291,-0.225659,-0.517878,-0.53502,-0.659985,-0.83977,-0.844132,-0.978483,-0.97472,-0.966687,-1.13905,-1.33688,-1.22714,-1.26606,-1.33722,-1.41312,-1.26538,-1.14231,-1.32247,-1.36254,-1.26595,-1.22869,-1.09299,-1.16763,-1.01774,-0.910681,-0.868568,-0.625849,-0.490048,-0.407743,-0.16401,0.134231,0.0969334,0.256269,0.542751,0.575712,0.623584,0.718908,0.840613,0.93633,1.13019,1.27952,1.15558,-9412.69
1.0731,1.25891,1.28831,1.43703,1.47487,1.46058,1.58942,1.41038,1.38241,1.47645,1.25996,1.19365,1.19208,1.10468,1.0901,0.9034,0.660295,0.649,0.474617,0.431749,0.23666,0.168986,0.0737495,-0.274649,-0.540156,-0.546486,-0.690073,-0.855286,-0.803515,-0.976783,-1.05648,-0.973405,-1.13757,-1.23926,-1.2948,-1.23102,-1.3026,-1.46132,-1.23772,-1.15513,-1.2864,-1.36387,-1.2733,-1.23642,-1.07027,-1.11753,-1.03238,-0.91499,-0.823287,-0.652564,-0.461002,-0.455985,-0.0796395,0.121109,0.118457,0.296653,0.481398,0.59589,0.608427,0.71372,0.809152,0.908649,1.09675,1.21771,1.17471,-9414.45
1.08272,1.17449,1.29356,1.26024,1.37347,1.48721,1.31493,1.409,1.30203,1.20265,1.39744,1.21957,1.16731,1.20199,1.09401,1.032,0.839019,0.731725,0.636765,0.408785,0.298571,-0.00187686,-0.109744,-0.188053,-0.380436,-0.51194,-0.575914,-0.650929,-0.899643,-1.01201,-1.03977,-1.13468,-1.15821,-1.2379,-1.14105,-1.25089,-1.36441,-1.20222,-1.20794,-1.35015,-1.45414,-1.4306,-1.49156,-1.36634,-1.24421,-1.14904,-0.989118,-0.823957,-0.634703,-0.519547,-0.560439,-0.262915,-0.278213,0.0261226,0.25234,0.373965,0.31304,0.521692,0.604763,0.698572,0.813347,1.00254,0.991212,1.08494,1.17387,-9416.86
1.08633,1.28893,1.17016,1.40528,1.37819,1.42145,1.51043,1.35368,1.49539,1.45272,1.29851,1.14289,1.22823,1.12843,1.02681,0.792635,0.851646,0.615282,0.489903,0.384063,0.19947,0.257047,0.0690954,-0.190371,-0.416587,-0.626901,-0.650705,-0.829714,-0.725086,-0.817763,-0.865801,-1.00485,-1.12923,-1.27185,-1.47057,-1.35612,-1.32988,-1.46911,-1.36825,-1.3156,-1.4305,-1.14659,-1.13893,-1.11728,-1.03669,-1.03175,-1.05652,-0.932281,-1.00808,-0.752278,-0.489759,-0.311073,-0.10055,0.00503516,0.0273886,0.227258,0.522359,0.501539,0.594699,0.713869,0.792763,0.763438,1.02032,1.08793,1.35806,-9419.28
1.09918,1.29319,1.42052,1.25466,1.57873,1.51615,1.25145,1.27214,1.46385,1.44987,1.44753,1.23931,1.1745,1.13387,1.07152,0.993262,0.583898,0.693804,0.547453,0.353913,0.227485,0.026641,-0.0206179,-0.0483116,-0.456626,-0.520879,-0.504986,-0.598094,-0.817574,-0.900799,-0.970532,-1.09548,-1.23001,-1.35506,-1.25775,-1.36204,-1.30233,-1.18068,-1.36465,-1.46437,-1.32235,-1.39101,-1.27773,-1.2243,-1.05116,-1.01331,-0.975072,-0.907162,-0.813822,-0.89848,-0.567008,-0.345565,-0.348913,-0.00909552,0.237667,0.380886,0.303191,0.534714,0.574282,0.740617,0.889736,1.05045,1.01179,1.15466,1.21667,-9426.62
1.1002,1.29712,1.27116,1.51336,1.42825,1.52782,1.45108,1.46622,1.45841,1.38815,1.24543,1.23981,1.21787,1.18535,1.05761,0.850668,0.917279,0.624339,0.473428,0.283847,0.167461,0.114474,0.0814589,-0.230059,-0.323931,-0.420755,-0.662311,-0.65971,-0.795227,-1.00702,-0.991233,-1.12885,-1.21046,-1.27756,-1.2218,-1.29814,-1.32395,-1.36122,-1.22187,-1.29192,-1.46998,-1.27824,-1.23418,-1.23009,-1.18723,-1.01876,-0.868137,-0.826684,-0.88557,-0.573345,-0.467961,-0.250303,-0.13184,-0.0849278,0.0422996,0.111464,0.290773,0.314991,0.53505,0.602841,0.780809,0.892501,1.06403,1.14373,1.48006,-9412.43
1.09523,1.2727,1.34992,1.53022,1.53044,1.53713,1.50986,1.37551,1.535,1.37945,1.28135,1.22796,1.16847,1.1036,1.0536,0.949908,0.863619,0.619036,0.463916,0.335323,0.231756,0.02902,0.127337,-0.249779,-0.44346,-0.490634,-0.575664,-0.651879,-0.75796,-1.01522,-1.06978,-1.07788,-1.22065,-1.26876,-1.1653,-1.31538,-1.37895,-1.32442,-1.30968,-1.26426,-1.30729,-1.28579,-1.35017,-1.31585,-1.13129,-0.986854,-0.928551,-0.848255,-0.791805,-0.699579,-0.490229,-0.284974,-0.155398,-0.0754943,0.156656,0.188349,0.197621,0.409891,0.515682,0.52095,0.795669,0.85257,1.01764,1.16516,1.29775,-9410.53
1.08346,1.14744,1.35563,1.30242,1.57665,1.71012,1.53546,1.42325,1.39605,1.41518,1.33337,1.09153,1.14937,1.15138,1.03719,0.92394,0.675976,0.677536,0.416181,0.453998,0.208353,0.0520615,-0.0445122,-0.214568,-0.3781,-0.586884,-0.464141,-0.70956,-0.842167,-0.907811,-0.991758,-1.16318,-1.30855,-1.23872,-1.26461,-1.28911,-1.27495,-1.41706,-1.479,-1.41008,-1.2606,-1.27107,-1.28836,-1.16854,-1.07993,-1.04609,-0.95406,-0.885089,-0.682036,-0.606555,-0.501441,-0.219138,-0.141199,-0.0114318,0.0665276,0.240711,0.19959,0.221182,0.350002,0.601308,0.762775,0.956665,0.981372,1.12437,1.06125,-9419.27
1.08499,1.26864,1.38234,1.3432,1.48445,1.65243,1.54047,1.44051,1.27695,1.44737,1.3502,1.26969,1.31846,1.18079,1.19024,1.00565,0.813767,0.628721,0.506349,0.444008,0.236366,0.0708633,-0.0452695,-0.240728,-0.45127,-0.520343,-0.620568,-0.774396,-0.769332,-0.838596,-0.938785,-1.12098,-1.24573,-1.1337,-1.15973,-1.24753,-1.21425,-1.40795,-1.40116,-1.39822,-1.42332,-1.29468,-1.25323,-1.27438,-1.24309,-1.00902,-0.8575,-0.868694,-0.722759,-0.543204,-0.536008,-0.180572,-0.232363,0.122955,0.024172,0.257574,0.181605,0.300958,0.508759,0.673977,0.765438,0.879422,0.943035,1.00349,1.03174,-9419.08
1.0783,1.26432,1.15982,1.40029,1.56175,1.42814,1.35787,1.37311,1.5738,1.4023,1.43116,1.32322,1.1994,1.10404,0.899017,0.825903,0.775244,0.820509,0.607846,0.32964,0.201107,0.0863944,-0.028302,-0.219261,-0.430278,-0.608736,-0.728597,-0.725448,-0.782195,-0.864105,-0.970687,-1.02461,-1.15926,-1.36466,-1.20727,-1.20696,-1.3596,-1.22323,-1.19814,-1.35583,-1.37221,-1.38426,-1.41929,-1.25999,-0.974123,-1.09393,-1.03644,-0.773254,-0.821338,-0.68223,-0.384859,-0.48263,-0.146014,-0.160206,0.0392695,0.0807265,0.440543,0.653687,0.56466,0.527157,0.66332,0.845074,1.09676,1.27653,1.48671,-9425.21
1.07833,1.28976,1.35921,1.17355,1.15526,1.31109,1.38517,1.37467,1.2447,1.40258,1.28342,1.17586,1.23912,1.12129,1.04665,0.895173,0.802385,0.646301,0.526094,0.427763,0.198999,0.0828939,-0.0462425,-0.243581,-0.44799,-0.495105,-0.497221,-0.640414,-0.783063,-1.01888,-1.05499,-1.07599,-1.10702,-1.11984,-1.33232,-1.43717,-1.25934,-1.38085,-1.3515,-1.34797,-1.43748,-1.40114,-1.34044,-1.30428,-1.25908,-1.01387,-0.876541,-0.912364,-0.774324,-0.621362,-0.555581,-0.103836,-0.146226,0.171746,0.129702,0.43287,0.28741,0.339747,0.607949,0.830381,0.911538,0.948444,0.947956,0.986061,1.08309,-9426.29
1.09456,1.34967,1.30478,1.36604,1.64429,1.54864,1.46391,1.35152,1.5999,1.30563,1.29113,1.23745,1.17534,1.21685,1.03167,0.930275,0.619196,0.647863,0.479238,0.266572,0.173552,0.179197,0.000237457,-0.209345,-0.413352,-0.499097,-0.608526,-0.676193,-0.869076,-0.994689,-0.919993,-0.929544,-1.11391,-1.36602,-1.2521,-1.32198,-1.37207,-1.31445,-1.36885,-1.363,-1.2775,-1.19443,-1.34103,-1.27164,-1.11902,-1.10321,-0.969251,-0.849977,-0.800768,-0.620588,-0.383319,-0.448814,-0.190314,-0.0579918,0.281137,0.369307,0.466397,0.400168,0.517657,0.575828,0.703194,0.783831,0.99268,1.14219,1.49496,-9418.26
1.08431,1.18343,1.29967,1.4581,1.42415,1.49295,1.36319,1.39559,1.24471,1.53191,1.26964,1.21444,1.16614,1.08453,1.14389,0.906409,0.918864,0.671448,0.495318,0.349022,0.286491,0.12793,0.0160411,-0.0731582,-0.358371,-0.670442,-0.637307,-0.636049,-0.781365,-0.880021,-0.948817,-1.03385,-1.28188,-1.27783,-1.34772,-1.35479,-1.3958,-1.31595,-1.26802,-1.28995,-1.36726,-1.37263,-1.28199,-1.09144,-1.22207,-1.05885,-0.982971,-0.816342,-0.758513,-0.472688,-0.516589,-0.38269,-0.253018,-0.00519396,-0.0142394,0.298861,0.307358,0.534203,0.655492,0.776446,0.904978,1.0407,1.06216,1.098,0.94334,-9416.09
1.08423,1.18775,1.24002,1.4359,1.46823,1.48217,1.41306,1.43736,1.35616,1.46248,1.2637,1.13883,1.14044,1.10036,1.09833,0.868961,0.905425,0.640461,0.407713,0.395418,0.348898,0.13992,0.0331858,-0.050684,-0.380068,-0.603736,-0.672084,-0.597635,-0.795601,-0.86738,-0.906587,-0.990862,-1.27511,-1.3306,-1.35063,-1.37813,-1.38983,-1.30782,-1.30051,-1.33717,-1.32814,-1.43308,-1.28206,-1.03202,-1.18322,-0.982574,-0.94828,-0.804857,-0.741405,-0.473927,-0.58232,-0.395396,-0.197733,-0.0141894,-0.069813,0.285674,0.236806,0.52331,0.672652,0.787624,0.943611,1.02044,1.0603,1.09536,0.99189,-9418.29
