epsilon,l.1,l.2,l.3,l.4,l.5,l.6,l.7,l.8,l.9,l.10,l.11,l.12,l.13,l.14,l.15,l.16,l.17,l.18,l.19,l.20,l.21,l.22,l.23,l.24,l.25,l.26,l.27,l.28,l.29,l.30,l.31,l.32,l.33,l.34,l.35,l.36,l.37,l.38,l.39,l.40,l.41,l.42,l.43,l.44,l.45,l.46,l.47,l.48,l.49,l.50,l.51,l.52,l.53,l.54,l.55,l.56,l.57,l.58,l.59,l.60,l.61,l.62,l.63,l_init,logModel
1.09533,1.30924,1.36113,1.27051,1.36232,1.44637,1.4809,1.4131,1.51974,1.28912,1.17198,1.2202,1.22448,1.21357,1.08346,0.901693,0.849784,0.803417,0.581744,0.314913,0.253862,0.162595,-0.0774005,-0.0903948,-0.388444,-0.677642,-0.593934,-0.617257,-0.775118,-0.908094,-0.985257,-1.11213,-1.09,-1.10683,-1.04826,-1.11287,-1.13806,-1.2294,-1.29398,-1.26012,-1.3046,-1.33185,-1.29371,-1.17723,-1.1554,-0.987717,-0.859099,-0.733502,-0.860182,-0.630777,-0.29885,-0.342632,-0.166515,0.0189018,0.138656,0.300909,0.21446,0.447092,0.699358,0.839398,0.875864,0.971887,0.952564,1.01257,1.21916,-9421.15
1.06385,1.19613,1.15725,1.33013,1.45561,1.47985,1.39893,1.37636,1.29431,1.41072,1.37353,1.08542,1.12711,1.11161,1.05649,0.930195,0.69412,0.622724,0.578195,0.469188,0.140915,-0.00956643,0.0188763,-0.332972,-0.457257,-0.428326,-0.678373,-0.798352,-0.796566,-0.90513,-0.892653,-0.951455,-1.24764,-1.33239,-1.3241,-1.34338,-1.38921,-1.3047,-1.12888,-1.32226,-1.35612,-1.19466,-1.15852,-1.19635,-1.05412,-1.18094,-1.07604,-0.858338,-0.531902,-0.576184,-0.671855,-0.312938,-0.161069,0.0457949,0.120169,0.25909,0.513744,0.537939,0.480212,0.587311,0.842755,0.962343,1.13639,1.17202,1.372,-9423.47
1.09766,1.20031,1.24988,1.20781,1.39156,1.55648,1.52897,1.36584,1.41807,1.30977,1.23234,1.25267,1.2404,1.23926,1.13395,0.922792,0.804626,0.707391,0.471426,0.208515,0.212585,0.187282,-0.0933242,-0.144962,-0.359355,-0.593716,-0.587964,-0.699675,-0.797184,-0.7652,-0.883674,-1.12917,-1.17859,-1.26697,-1.2266,-1.26968,-1.21069,-1.30072,-1.45684,-1.39991,-1.30305,-1.25828,-1.28769,-1.22628,-1.21208,-1.01347,-0.940559,-0.811108,-0.807246,-0.548106,-0.265296,-0.34082,-0.148452,0.0250659,0.0977135,0.216407,0.0905992,0.294219,0.617511,0.785838,0.719181,0.792264,0.880079,1.05312,1.00191,-9420.14
1.07777,1.14237,1.12176,1.28139,1.41418,1.38667,1.40827,1.50981,1.32777,1.53843,1.32468,1.16605,1.20574,1.06472,1.04213,0.931078,0.79262,0.660434,0.585293,0.534513,0.274636,0.11415,0.12743,-0.186955,-0.405652,-0.461595,-0.39168,-0.557121,-0.689631,-0.901993,-0.911814,-1.05374,-1.14015,-1.23119,-1.18284,-1.27847,-1.25249,-1.30778,-1.20638,-1.44457,-1.54401,-1.36103,-1.117,-1.08728,-1.01609,-0.942073,-0.932361,-0.75886,-0.70509,-0.603072,-0.667883,-0.298008,-0.295158,-0.11748,-0.00437368,0.146071,0.448787,0.498306,0.553579,0.633104,0.823848,0.833636,0.997795,1.07986,1.32992,-9419.29
1.10086,1.4215,1.34571,1.28959,1.48869,1.33271,1.29034,1.40325,1.27846,1.37502,1.32217,1.20604,1.06959,0.992814,0.973352,0.894262,0.646746,0.61036,0.575088,0.562562,0.254267,0.196343,0.0582345,-0.00864533,-0.395105,-0.564132,-0.540882,-0.679483,-0.683287,-0.796934,-0.986198,-1.02316,-1.15602,-1.2444,-1.20723,-1.20009,-1.28628,-1.37769,-1.40859,-1.41787,-1.39437,-1.18556,-1.20189,-1.16031,-0.99616,-0.918494,-0.842714,-0.827178,-0.833099,-0.653163,-0.561898,-0.432278,-0.144757,-0.00726598,-0.024553,0.231911,0.403875,0.614472,0.568396,0.649705,0.762534,0.894684,1.07947,1.08756,1.43989,-9416.94
1.07071,1.25315,1.27663,1.38588,1.38227,1.58047,1.4833,1.28818,1.48539,1.34891,1.28797,1.16765,1.19041,1.04492,0.906309,0.781174,0.834598,0.756046,0.50327,0.246374,0.310829,0.117223,0.0264535,-0.201475,-0.298215,-0.449815,-0.619332,-0.695801,-0.810655,-0.904767,-0.851363,-0.963899,-1.0099,-1.1295,-1.24674,-1.38151,-1.30188,-1.19934,-1.14815,-1.26605,-1.26646,-1.3282,-1.2801,-1.2002,-1.14309,-1.16531,-1.0929,-0.889865,-0.75927,-0.669124,-0.516972,-0.373812,-0.372554,-0.0977457,0.146259,0.203366,0.317555,0.462346,0.609654,0.674563,0.855734,0.955645,0.937592,1.08246,1.36481,-9411.45
1.08347,1.31207,1.24971,1.28619,1.52249,1.3869,1.37572,1.49659,1.33078,1.43522,1.3908,1.23111,1.15086,1.1284,1.06614,0.987199,0.759968,0.722927,0.619657,0.511056,0.180926,0.155362,0.00342323,-0.158826,-0.495117,-0.623118,-0.656493,-0.694218,-0.697688,-0.739724,-0.937727,-1.06555,-1.3126,-1.38138,-1.25914,-1.3065,-1.45267,-1.46356,-1.42271,-1.50133,-1.53744,-1.31378,-1.28057,-1.21772,-1.09897,-1.09917,-0.978673,-0.882847,-0.848227,-0.657762,-0.490427,-0.329278,-0.0717454,-0.0515176,-0.132827,0.247891,0.377473,0.463092,0.538923,0.655884,0.660578,0.78265,1.02508,1.08451,1.24932,-9412.33
1.09293,1.19643,1.21754,1.29089,1.58259,1.61685,1.45441,1.41262,1.26139,1.32731,1.41909,1.23165,1.16614,1.08076,0.937335,0.939035,0.810319,0.627422,0.624721,0.408144,0.188916,0.112535,0.0157222,-0.211139,-0.519077,-0.662096,-0.677607,-0.669941,-0.680619,-0.779853,-0.915271,-1.03767,-1.37224,-1.22419,-1.29283,-1.27503,-1.30025,-1.44174,-1.2738,-1.50428,-1.46125,-1.46663,-1.15162,-1.30346,-1.0759,-1.11987,-1.10066,-0.89389,-0.905452,-0.823713,-0.448977,-0.227028,-0.249603,-0.00137143,0.056153,0.206847,0.345708,0.394172,0.605423,0.692454,0.832685,1.03122,1.03018,1.20723,1.24033,-9420.74
1.09288,1.16634,1.0517,1.27364,1.42512,1.3562,1.4811,1.33311,1.33042,1.37726,1.49666,1.28325,1.11797,1.21695,0.986085,0.861595,0.659139,0.674098,0.692448,0.447782,0.261935,0.17469,-0.0861929,-0.3021,-0.60856,-0.628386,-0.670104,-0.753006,-0.784635,-0.859087,-0.92305,-1.04809,-1.25296,-1.41608,-1.21092,-1.46281,-1.42868,-1.47791,-1.34135,-1.41772,-1.40549,-1.34808,-1.27025,-1.12908,-1.0911,-1.02251,-0.97987,-0.783076,-0.821962,-0.668589,-0.630107,-0.441469,-0.123797,0.103888,0.0455828,0.32102,0.41587,0.416917,0.540595,0.783424,0.964636,0.970706,1.13482,1.07041,0.984147,-9420.95
1.08073,1.19947,1.18004,1.16021,1.3617,1.49796,1.46898,1.38478,1.39554,1.48427,1.34763,1.15743,1.23644,1.15118,1.19469,0.955628,0.826044,0.654867,0.562456,0.451171,0.147874,0.0570362,-0.0216953,-0.278402,-0.449661,-0.695353,-0.638595,-0.720786,-0.776728,-0.81715,-0.871296,-0.921099,-1.27643,-1.34741,-1.31106,-1.37749,-1.50243,-1.47259,-1.42158,-1.41201,-1.33363,-1.33007,-1.36591,-1.24152,-1.08577,-0.985599,-0.905233,-0.770342,-0.786486,-0.707171,-0.491384,-0.293728,-0.0614977,0.0181566,0.052178,0.263965,0.36262,0.461282,0.525066,0.800613,0.81243,1.08181,0.883828,1.18168,1.14958,-9414.46
1.08553,1.25684,1.28804,1.46564,1.43611,1.38977,1.32495,1.40403,1.33218,1.23454,1.28283,1.20573,1.21632,1.13533,0.890477,0.922249,0.75134,0.604789,0.581681,0.235531,0.270867,0.209149,-0.0566737,-0.125473,-0.344111,-0.415716,-0.560104,-0.697519,-0.743077,-0.933504,-0.991286,-1.10987,-1.10773,-1.11459,-1.31392,-1.34652,-1.19962,-1.27724,-1.20143,-1.41156,-1.43022,-1.34943,-1.20866,-1.17484,-1.15308,-1.10248,-1.07274,-0.940482,-0.7849,-0.556818,-0.45829,-0.416586,-0.340827,-0.0665106,0.021757,0.231154,0.324733,0.367514,0.603101,0.626932,0.614123,0.866668,1.09913,1.07697,1.26882,-9412.54
1.10128,1.34956,1.25655,1.35127,1.5586,1.46085,1.51953,1.48189,1.2281,1.27807,1.29146,1.16071,1.25005,1.06804,0.991563,0.896818,0.755429,0.836296,0.582271,0.440933,0.381373,0.183196,-0.0401432,-0.240121,-0.40618,-0.510178,-0.60123,-0.71549,-0.925233,-0.837175,-0.997926,-0.9366,-1.12959,-1.13147,-1.19711,-1.17204,-1.29814,-1.24903,-1.24972,-1.24311,-1.32268,-1.27389,-1.28047,-1.35196,-1.15744,-1.08478,-0.927489,-0.888464,-0.789953,-0.49653,-0.471323,-0.28754,-0.241823,-0.0917386,0.119317,0.283227,0.279482,0.49096,0.49146,0.495708,0.673215,0.790649,0.933751,1.10003,1.31242,-9415.2
1.05979,1.20705,1.37805,1.46785,1.38814,1.48361,1.40928,1.3635,1.51649,1.3708,1.29628,1.20114,1.13607,1.21909,1.20012,1.04087,0.907322,0.710813,0.601312,0.331362,0.100616,0.0813605,0.0793336,-0.0908747,-0.344256,-0.561082,-0.755477,-0.778156,-0.647785,-0.908505,-0.8946,-1.05986,-1.06022,-1.30863,-1.27638,-1.36115,-1.20416,-1.31274,-1.27621,-1.40216,-1.37861,-1.30453,-1.20432,-1.053,-1.07927,-1.08919,-1.05988,-0.827379,-0.767272,-0.841526,-0.688161,-0.556283,-0.243202,0.0608686,0.0704325,0.222306,0.385896,0.422347,0.642865,0.830613,0.865837,1.00585,1.10308,1.08974,1.20067,-9423.39
1.09635,1.17441,1.14066,1.26451,1.51091,1.41422,1.37087,1.48633,1.27425,1.43953,1.3721,1.21337,1.29326,1.05888,1.13639,0.969256,0.886513,0.814214,0.609293,0.475862,0.250268,0.144085,-0.017548,-0.134873,-0.325309,-0.533499,-0.573536,-0.683901,-0.832812,-0.88274,-1.04647,-0.940933,-1.15656,-1.34931,-1.28147,-1.2389,-1.34168,-1.37837,-1.26894,-1.32575,-1.38396,-1.27266,-1.32308,-1.23876,-1.11948,-1.12493,-1.00742,-0.890448,-0.760774,-0.536512,-0.466686,-0.413564,-0.218362,0.0514802,0.198813,0.225342,0.279243,0.572519,0.513761,0.622894,0.800843,0.849842,0.978274,1.23022,1.20608,-9409.93
1.07986,1.23677,1.22546,1.27499,1.43125,1.45406,1.42479,1.42666,1.36052,1.36779,1.38687,1.18749,1.24188,1.25542,1.0667,0.965928,0.731518,0.816451,0.609611,0.400616,0.286389,0.092367,-0.144396,-0.0784855,-0.494054,-0.592505,-0.584975,-0.740065,-0.81011,-0.933086,-0.935348,-1.04078,-1.14444,-1.32792,-1.29526,-1.28904,-1.27853,-1.28235,-1.40636,-1.38034,-1.37125,-1.2673,-1.35469,-1.10235,-1.08396,-1.12756,-0.964196,-0.822784,-0.778702,-0.591464,-0.557191,-0.465478,-0.240064,-0.0234696,0.187623,0.200153,0.312157,0.504917,0.553448,0.659493,0.825158,0.824707,0.950261,1.17251,1.23393,-9405.45
1.08872,1.29594,1.29825,1.42957,1.44441,1.49043,1.43253,1.32945,1.40284,1.29847,1.21066,1.21931,1.16424,1.05302,1.06254,0.845179,0.856523,0.552972,0.446833,0.381714,0.23461,0.249375,0.111992,-0.304187,-0.366769,-0.441273,-0.606813,-0.603654,-0.775683,-0.85995,-1.04681,-1.03135,-1.16191,-1.22972,-1.24794,-1.39736,-1.41312,-1.40477,-1.27164,-1.35529,-1.44597,-1.41221,-1.19002,-1.3927,-1.12317,-1.00704,-1.02955,-0.869854,-0.803569,-0.632154,-0.424894,-0.15822,-0.180589,0.00899204,0.021181,0.347868,0.438916,0.508359,0.647111,0.773426,0.814906,0.955226,1.09346,0.978828,1.30501,-9412.76
1.09661,1.31807,1.25866,1.29468,1.49471,1.4957,1.43025,1.41703,1.38551,1.32082,1.29542,1.16408,1.13718,1.12541,1.05327,0.864065,0.679215,0.6415,0.54481,0.401073,0.278344,0.0917942,-0.103788,-0.233884,-0.336793,-0.446309,-0.467417,-0.794712,-0.740521,-0.863033,-0.990899,-1.21107,-1.2285,-1.37006,-1.48454,-1.48997,-1.32738,-1.35045,-1.21671,-1.39899,-1.45183,-1.41029,-1.45244,-1.27432,-1.22831,-1.02917,-1.00093,-0.848319,-0.752029,-0.553629,-0.384458,-0.268692,-0.228141,-0.0604737,-0.00153439,0.175525,0.362518,0.518582,0.630461,0.599995,0.755404,0.903797,1.0515,1.20725,1.4362,-9409.52
1.08607,1.32967,1.26492,1.28704,1.41813,1.51069,1.45591,1.39696,1.37803,1.30718,1.36079,1.19771,1.09336,1.15145,1.03237,0.871289,0.757126,0.602,0.46506,0.368859,0.267274,0.0496515,-0.0783218,-0.170404,-0.404456,-0.508243,-0.480437,-0.839537,-0.766336,-0.877794,-0.95845,-1.23676,-1.20256,-1.34768,-1.38374,-1.50347,-1.26797,-1.34682,-1.2303,-1.42368,-1.45909,-1.36464,-1.43935,-1.31989,-1.17978,-1.04222,-1.04536,-0.916544,-0.763236,-0.558598,-0.408417,-0.321547,-0.255855,-0.0486401,-0.0145573,0.193602,0.393509,0.511627,0.652008,0.598102,0.792577,0.957098,1.08557,1.18721,1.39542,-9409.58
1.0767,1.35431,1.30051,1.25645,1.3347,1.53596,1.51632,1.39725,1.41207,1.30865,1.23654,1.2013,1.10672,1.14458,1.00115,0.835861,0.80442,0.623948,0.435291,0.385182,0.237482,0.0853128,-0.041646,-0.183697,-0.419571,-0.436398,-0.467178,-0.836136,-0.706898,-0.939327,-0.933542,-1.15082,-1.22906,-1.41551,-1.36497,-1.49987,-1.2872,-1.30665,-1.24855,-1.44105,-1.4616,-1.38814,-1.38292,-1.40002,-1.22296,-1.05267,-1.02006,-0.897142,-0.712386,-0.588279,-0.414827,-0.312755,-0.192572,-0.00191592,-0.0129418,0.192216,0.389174,0.467206,0.5593,0.534733,0.788094,0.935565,1.12939,1.1214,1.31846,-9413.01
1.0913,1.20862,1.20782,1.24418,1.42895,1.38991,1.4788,1.48169,1.41587,1.21899,1.39451,1.23214,1.03733,1.19912,1.00662,0.810183,0.715004,0.717722,0.720319,0.549687,0.204537,0.171716,0.0496324,-0.291676,-0.504965,-0.427889,-0.631636,-0.597516,-0.78443,-0.965718,-0.98751,-1.0357,-1.23552,-1.29107,-1.1991,-1.38799,-1.25199,-1.20996,-1.34981,-1.38522,-1.40082,-1.34401,-1.35038,-1.24641,-1.10888,-0.990412,-0.939515,-0.866218,-0.716496,-0.730198,-0.639812,-0.430197,-0.199776,0.0113032,0.0245316,0.116722,0.255297,0.598393,0.555639,0.526156,0.80835,0.845166,1.09523,1.11873,1.33699,-9419.08
1.08271,1.19917,1.18754,1.48734,1.49746,1.30162,1.53697,1.44142,1.37389,1.39969,1.37966,1.20902,1.35981,1.16421,1.03328,0.954248,0.814437,0.839197,0.699856,0.460444,0.272726,0.243742,0.0485289,-0.155606,-0.354253,-0.611313,-0.556864,-0.800462,-0.680349,-0.917132,-1.01745,-0.995794,-1.11309,-1.19165,-1.31165,-1.36929,-1.35234,-1.35949,-1.27187,-1.47803,-1.20361,-1.32888,-1.3065,-1.1981,-1.0101,-1.05511,-0.997089,-0.654565,-0.852649,-0.66168,-0.61022,-0.419683,-0.382788,-0.112447,0.0936757,0.34413,0.530908,0.466055,0.579582,0.61978,0.833149,0.841277,1.02483,1.19983,1.23357,-9424.85
1.08731,1.27736,1.3362,1.20059,1.3511,1.58693,1.31689,1.3214,1.3877,1.37971,1.3553,1.33317,1.14483,1.20731,1.1289,0.92565,0.816839,0.677403,0.567421,0.520187,0.332945,0.0419546,-0.0554343,-0.222675,-0.447234,-0.475002,-0.703323,-0.597593,-0.85216,-0.862483,-0.872167,-1.06772,-1.1763,-1.3151,-1.28464,-1.28549,-1.28918,-1.30917,-1.35052,-1.20792,-1.51144,-1.32155,-1.27331,-1.21842,-1.21856,-1.12224,-0.905353,-0.935299,-0.635696,-0.556148,-0.372903,-0.378631,-0.211741,-0.0112886,0.102266,0.252677,0.261568,0.531422,0.577293,0.695241,0.702686,0.9532,0.971256,0.928305,1.19487,-9417.25
1.0828,1.21352,1.2163,1.1787,1.35147,1.56839,1.31874,1.29009,1.38548,1.38672,1.38489,1.26293,1.11592,1.22648,1.1275,1.01708,0.82888,0.722552,0.476156,0.579391,0.201918,0.112136,-0.0238546,-0.221873,-0.457009,-0.439488,-0.583175,-0.720563,-0.86877,-0.735823,-0.998843,-0.990638,-1.22824,-1.17121,-1.22373,-1.40795,-1.35466,-1.20524,-1.22076,-1.15229,-1.40702,-1.3584,-1.31907,-1.25069,-1.12307,-1.08861,-0.958946,-0.880082,-0.685758,-0.520921,-0.382037,-0.386185,-0.105543,0.0324383,0.0717802,0.43132,0.333137,0.353344,0.572581,0.695068,0.86159,0.838119,1.04959,1.0781,1.0125,-9420.51
1.08598,1.24849,1.15304,1.28885,1.46942,1.35291,1.38954,1.41348,1.33759,1.54694,1.35247,1.19863,1.11635,1.07571,0.939162,0.893938,0.801965,0.574804,0.53549,0.403793,0.0920581,0.164205,0.070921,-0.224749,-0.42502,-0.392106,-0.642581,-0.733074,-0.712464,-0.910564,-0.940926,-1.16711,-1.12548,-1.32223,-1.42401,-1.35937,-1.1085,-1.35882,-1.23766,-1.30181,-1.28213,-1.20227,-1.29707,-1.16871,-1.13448,-1.06997,-0.86672,-0.872785,-0.746077,-0.547504,-0.474091,-0.228544,-0.243712,-0.0198115,0.0929009,0.182656,0.529868,0.501664,0.559126,0.745755,0.874352,1.04168,0.93968,1.08627,1.26289,-9421.18
1.0822,1.29677,1.23348,1.31584,1.44769,1.37188,1.37845,1.26663,1.41641,1.50698,1.36239,1.24604,1.0827,1.11983,0.978514,0.842556,0.638048,0.653976,0.451704,0.368809,0.251192,0.0890502,0.0426781,-0.236269,-0.420615,-0.605561,-0.716308,-0.737988,-0.806523,-0.981159,-0.923793,-0.993633,-1.24462,-1.17987,-1.16523,-1.36176,-1.36609,-1.23146,-1.28513,-1.38674,-1.4018,-1.44628,-1.29785,-1.1464,-1.11988,-1.02485,-1.02808,-0.931771,-0.854023,-0.628237,-0.3307,-0.455672,-0.207897,-0.053422,-0.00551862,0.189374,0.367807,0.501953,0.462398,0.619095,0.739369,0.971841,0.976292,1.16224,1.32789,-9408.87
1.08967,1.2323,1.24879,1.25401,1.30839,1.42389,1.37181,1.40176,1.24254,1.09447,1.19194,1.17406,1.27501,1.16457,1.08961,0.978161,0.837339,0.650973,0.518345,0.343344,0.21273,0.102655,-0.118704,-0.196416,-0.431861,-0.412892,-0.48459,-0.647494,-0.761351,-0.82817,-0.983857,-1.1226,-1.04633,-1.31505,-1.32646,-1.28826,-1.33685,-1.50812,-1.40249,-1.39798,-1.41521,-1.24617,-1.34856,-1.33591,-1.18056,-1.13426,-0.986281,-0.826902,-0.715473,-0.592261,-0.578598,-0.184373,-0.159008,0.0642826,0.199491,0.283101,0.22398,0.346889,0.671351,0.789976,0.914855,0.874737,1.07582,1.04588,1.2249,-9417.15
1.07482,1.37951,1.21477,1.28155,1.38097,1.43257,1.47544,1.45922,1.40433,1.29378,1.22879,1.16338,1.19784,0.970815,1.01109,1.05433,0.881295,0.770098,0.523421,0.41213,0.268319,0.0820889,-0.119609,-0.157462,-0.324908,-0.437599,-0.573538,-0.686263,-0.767125,-0.906156,-0.909659,-1.16513,-1.06473,-1.33194,-1.33367,-1.32247,-1.26453,-1.35902,-1.41604,-1.41932,-1.36484,-1.2686,-1.2745,-1.32284,-1.09284,-0.97482,-0.963111,-0.842316,-0.715743,-0.723829,-0.498481,-0.156661,-0.182059,0.0993958,0.170648,0.200891,0.274838,0.408076,0.611574,0.811234,0.785022,0.811921,1.01099,0.895394,1.279,-9415.33
1.06993,1.27854,1.3366,1.36673,1.40366,1.4286,1.41659,1.4781,1.42662,1.2704,1.3163,1.21557,1.16675,0.956699,0.99841,0.883789,0.829486,0.725266,0.629292,0.362372,0.223903,0.152983,-0.0702975,-0.156492,-0.448845,-0.423434,-0.602338,-0.77884,-0.817249,-0.893542,-0.85825,-0.984632,-1.22913,-1.21567,-1.23378,-1.29062,-1.23171,-1.28059,-1.41554,-1.34879,-1.37102,-1.32652,-1.32128,-1.22378,-1.01779,-0.952971,-0.958874,-0.88014,-0.68788,-0.671305,-0.508652,-0.240677,-0.261411,-0.0118157,0.06339,0.382101,0.312068,0.393211,0.657414,0.863571,0.765054,0.811658,0.87125,0.912696,1.20622,-9412.78
1.09482,1.38838,1.12338,1.28778,1.40088,1.52419,1.4427,1.27369,1.31195,1.35405,1.26907,1.1712,1.24507,1.28848,1.08223,0.87996,0.775413,0.688787,0.535468,0.47576,0.309752,0.112499,0.0857449,-0.192299,-0.329761,-0.574499,-0.678859,-0.658543,-0.850725,-0.937072,-1.07912,-1.14665,-1.05847,-1.30125,-1.30102,-1.38881,-1.46359,-1.35369,-1.13183,-1.33898,-1.38355,-1.27415,-1.16381,-1.12317,-1.05861,-1.06959,-0.867422,-0.773604,-0.879605,-0.646038,-0.520245,-0.499643,-0.259052,-0.116845,-0.0169141,0.0965141,0.378865,0.501659,0.494688,0.461296,0.874645,1.01289,1.18679,1.29547,1.38864,-9420.99
1.09481,1.37436,1.17372,1.27807,1.32228,1.56818,1.42992,1.30219,1.33945,1.36468,1.29387,1.16375,1.26551,1.19104,1.15661,0.837552,0.723457,0.684199,0.630777,0.562936,0.301447,0.116374,0.142511,-0.196679,-0.291569,-0.547717,-0.740955,-0.612978,-0.89471,-0.962893,-1.09259,-1.14664,-1.04513,-1.27802,-1.24748,-1.42673,-1.46932,-1.44928,-1.14889,-1.31588,-1.37948,-1.21755,-1.18717,-1.11366,-1.04379,-1.07214,-0.897284,-0.748788,-0.893588,-0.607584,-0.532465,-0.477335,-0.316182,-0.0812408,-0.0438268,0.0657235,0.428396,0.510716,0.483493,0.46593,0.904491,1.04702,1.1924,1.23083,1.27793,-9431.98
1.09599,1.43017,1.19692,1.31485,1.37009,1.59225,1.38346,1.32649,1.28283,1.40988,1.25692,1.19017,1.27068,1.23324,1.10011,0.915907,0.73675,0.627185,0.576576,0.531283,0.358329,0.120871,0.131775,-0.164555,-0.307597,-0.490367,-0.672676,-0.607605,-0.858059,-0.97842,-1.08046,-1.17725,-1.03576,-1.21607,-1.28,-1.3805,-1.43807,-1.40593,-1.11703,-1.29511,-1.40329,-1.27117,-1.24944,-1.12393,-1.07458,-1.06201,-0.969657,-0.74477,-0.842227,-0.671283,-0.530012,-0.391541,-0.321611,-0.0947912,-0.0122706,0.0680894,0.313045,0.567237,0.524734,0.519313,0.886826,1.03899,1.20595,1.25787,1.29577,-9424.64
1.08246,1.24677,1.28684,1.27954,1.35033,1.36493,1.41407,1.40089,1.44217,1.38653,1.24195,1.26979,1.06955,1.02851,0.979637,0.843564,0.88239,0.715201,0.478029,0.258026,0.136002,0.0743361,-0.0753665,-0.224913,-0.477237,-0.597304,-0.572547,-0.773512,-0.763669,-0.793107,-0.731967,-0.992229,-1.24893,-1.27716,-1.20264,-1.23033,-1.25854,-1.23409,-1.39313,-1.48957,-1.37337,-1.32542,-1.34093,-1.25789,-1.13938,-1.01588,-1.0514,-0.910298,-0.681815,-0.618109,-0.499062,-0.311561,-0.0344531,0.053244,0.150525,0.387674,0.339349,0.420716,0.606206,0.701076,0.826476,0.689356,0.78537,1.00582,0.967187,-9418.24
1.07881,1.20855,1.32445,1.28853,1.29522,1.3641,1.48548,1.48267,1.42062,1.41626,1.29863,1.3469,1.16992,1.07657,0.92347,0.886291,0.927503,0.73289,0.374438,0.3071,0.184385,0.136304,-0.0182693,-0.209993,-0.454295,-0.500826,-0.544752,-0.577503,-0.671226,-0.802843,-0.87968,-1.00356,-1.27769,-1.21084,-1.30002,-1.23568,-1.26532,-1.26185,-1.30707,-1.41229,-1.34661,-1.31639,-1.29907,-1.32678,-1.17246,-1.04797,-1.0417,-1.00642,-0.72997,-0.595698,-0.333842,-0.318301,-0.133083,0.011645,0.104038,0.314543,0.399088,0.412724,0.560811,0.686508,0.838076,0.784761,0.871386,0.962583,1.10842,-9413.19
1.09278,1.26768,1.19378,1.43704,1.52438,1.51105,1.47396,1.34182,1.44943,1.44047,1.42096,1.33835,1.24172,1.07452,1.04579,0.995501,0.782025,0.735775,0.596112,0.404602,0.222736,-0.0135157,-0.0206626,-0.259481,-0.325721,-0.346102,-0.475311,-0.610706,-0.752328,-0.958026,-0.94801,-0.985015,-0.969417,-1.22991,-1.19317,-1.38655,-1.47856,-1.39623,-1.24069,-1.34359,-1.57184,-1.3943,-1.34418,-1.21592,-1.03194,-1.11898,-1.06835,-0.797285,-0.824449,-0.591569,-0.350767,-0.103395,-0.0657659,0.0931638,0.148478,0.239838,0.375867,0.394655,0.471955,0.647244,0.700566,0.881839,1.1249,1.08592,1.41393,-9417.71
1.08621,1.27248,1.26907,1.42007,1.40602,1.48067,1.55269,1.40175,1.46549,1.41285,1.29958,1.26861,1.25352,1.10172,1.16105,0.877779,0.888067,0.729685,0.683082,0.490287,0.120291,0.00995889,-0.187556,-0.302127,-0.335838,-0.32128,-0.50406,-0.716927,-0.842121,-0.817263,-1.04404,-0.938587,-0.962051,-1.2843,-1.21713,-1.43877,-1.37857,-1.33721,-1.27941,-1.38304,-1.44213,-1.49645,-1.34577,-1.24657,-1.00218,-1.08129,-0.998941,-0.932299,-0.775235,-0.592572,-0.416229,-0.151883,-0.0464681,0.00791898,0.288697,0.248694,0.200212,0.359388,0.415141,0.508179,0.782252,0.876187,0.991518,1.05467,1.24812,-9425.58
1.0838,1.36185,1.24727,1.25528,1.41988,1.43463,1.23324,1.41136,1.32277,1.27261,1.32716,1.16555,1.12995,1.16112,1.03056,0.90355,0.747181,0.683412,0.446699,0.310479,0.356033,0.33412,0.117468,-0.031206,-0.401226,-0.693431,-0.642669,-0.732295,-0.76735,-0.976039,-0.933636,-1.08747,-1.33886,-1.14496,-1.21781,-1.18022,-1.24641,-1.34878,-1.38596,-1.38832,-1.4792,-1.24214,-1.20775,-1.28851,-1.22053,-1.06456,-0.97064,-0.861358,-0.77924,-0.659275,-0.536821,-0.461352,-0.303198,-0.0673621,-0.148314,0.137387,0.411175,0.529617,0.664072,0.820484,0.84225,0.961255,1.10997,1.09398,1.51455,-9421.25
1.09392,1.21147,1.25997,1.3502,1.53081,1.41386,1.43647,1.26538,1.30514,1.34533,1.16649,1.15957,1.20932,1.06734,0.957857,0.89219,0.747427,0.516774,0.52255,0.377317,0.224301,0.0343294,0.0382287,-0.121184,-0.411845,-0.530743,-0.659409,-0.75948,-0.865963,-0.845398,-1.00322,-1.01715,-1.05545,-1.39551,-1.46571,-1.56872,-1.4919,-1.3134,-1.27102,-1.52587,-1.36881,-1.4125,-1.29894,-1.23316,-1.12418,-1.17967,-1.05322,-0.939872,-0.859643,-0.674593,-0.560925,-0.362955,-0.313975,-0.181325,0.092086,0.149526,0.274194,0.471648,0.574547,0.596321,0.725287,0.838414,0.947477,1.20287,1.2978,-9416.85
